,01 vs 02,01 vs 18,04 vs 18,00 vs 02,04 vs 08,08 vs 18,01 vs 08,02 vs 18,02 vs 04,00 vs 01,00 vs 08,02 vs 08,01 vs 04,00 vs 18,00 vs 04
TRIM24,-0.01081258,-0.26754117,-0.04971731,-0.2585441,-0.03767396,-0.0026844698,-0.26667115,-0.24279964,-0.20438007,-0.24663818,-0.5024191,-0.24226357,-0.23215805,-0.50740105,-0.4608467
CFHR3,0.1387234,1.393899,0.84002453,0.21077268,0.4107729,0.44017094,0.9589721,1.2389835,0.4182294,0.0726331,1.0433707,0.80163103,0.57066745,1.5005265,0.6487416
AC027097.1,0.089625925,0.41219145,0.44174755,-0.3130595,0.2390866,0.21529265,0.16558109,0.35032302,-0.10951221,-0.39269683,-0.18000257,0.10098525,-0.032090623,0.038384795,-0.41003227
AC012485.3,-0.09590923,-0.56757253,-0.08068591,-0.56541216,-0.04470303,0.023635449,-0.6003778,-0.443235,-0.377235,-0.47019184,-0.98485625,-0.40465748,-0.50584304,-1.0023118,-0.9168316
MTHFD2,0.10274224,0.41543242,0.26684633,0.16251436,0.1936506,0.06108123,0.33607173,0.30885363,0.036432758,0.06343891,0.398,0.2181533,0.13673843,0.47502172,0.21112666
ELOVL4,0.09658908,0.32403463,0.18247321,0.0720769,0.100308076,0.09044679,0.25978515,0.24735269,0.046523273,-0.029044095,0.21779414,0.14376086,0.12743968,0.32378265,0.13437533
RHOU,-0.75680935,0.09375701,1.1040957,-1.5813235,0.2723478,0.86164236,-0.7754634,0.8714575,-0.15925008,-0.8444866,-1.564701,0.10746241,-0.92893934,-0.7365919,-1.796532
SUSD3,0.043844704,1.8142836,1.365456,0.2455997,0.78259313,0.56433845,1.2412779,1.7908382,0.4400767,0.2093073,1.4452341,1.1968724,0.48467642,2.029481,0.6889253
FAS,-0.007843604,-0.08523744,-0.006387294,-0.17191054,0.042902797,-0.050259564,-0.06483134,-0.08636021,-0.064842775,-0.17592935,-0.19391705,-0.017803242,-0.08531489,-0.25571927,-0.2299105
C14orf37,-0.13258298,0.27343357,0.1801302,-0.23500684,0.07760239,0.11201931,0.16655263,0.3866323,0.23775932,-0.12412908,0.06873111,0.31917974,0.12259561,0.16933084,-0.0030852898
FZD2,0.15384375,0.80410707,0.23289512,0.55270636,0.12044869,0.11921499,0.7079732,0.6428834,0.4372854,0.41995475,1.1041856,0.5520513,0.61132526,1.2373627,0.99479795
AC015912.3,0.024512598,0.22318228,-0.030682307,0.29269943,-0.058860797,0.035591822,0.20671812,0.20890468,0.25331137,0.2765955,0.47695532,0.20572557,0.28549683,0.4885167,0.5387485
AC108134.4,0.13886887,0.2632822,-0.11814014,0.5487534,-0.12923397,0.026750788,0.24794568,0.12562612,0.2553211,0.4209038,0.66444767,0.14496374,0.39415586,0.6577066,0.80593055
AC073657.1,0.0081040375,-0.312538,-0.32196215,0.07004364,-0.07937131,-0.22816005,-0.15071926,-0.38495785,-0.05512728,0.08154903,-0.01481246,-0.13689716,0.0056257863,-0.19872499,0.04869181
ATP1A3,0.22921152,1.2065287,0.6984092,0.5113672,0.41905224,0.27068603,0.91948515,0.96805567,0.27371725,0.30048513,1.2047502,0.6723521,0.50343156,1.5167578,0.8106453
SPACA4,0.5442919,0.11702015,-0.36021158,0.5678578,-0.14638847,-0.18289182,0.22778398,-0.45981625,-0.106635496,0.055505354,0.3408761,-0.25152534,0.41617218,0.17624526,0.48809525
PRIMA1,-0.09975082,1.2413368,1.1787701,-0.31324077,0.7873663,0.30784008,0.8452638,1.3521417,0.16320628,-0.2514465,0.6601001,0.9529982,0.07262799,1.0349616,-0.11456679
AC005520.5,-0.27248934,0.42387754,0.30578485,-0.3416645,0.3214304,-0.052126747,0.45966303,0.7026348,0.42797416,-0.09933051,0.404175,0.7579544,0.18730837,0.35558584,0.07652011
PLCB4,0.011397935,0.28225115,0.2985995,-0.18048137,0.2139641,0.08601991,0.19495754,0.29375362,-0.016591914,-0.19503075,0.023579905,0.18429278,-0.009835427,0.11036974,-0.18447278
FBXL16,-0.33950204,-1.6883444,-1.0072559,-0.6422081,-0.4378961,-0.577695,-1.1322432,-1.345225,-0.35351932,-0.32544556,-1.4290204,-0.7535793,-0.69974506,-2.040402,-1.0085635
AL354702.1,-0.5503542,-0.3591522,-0.0665926,-0.47819644,-0.15526192,0.077387325,-0.39403537,0.19925217,0.2791132,0.046364598,-0.3937723,0.13597457,-0.21261477,-0.31273466,-0.24442637
AKAP9,0.06442085,-0.028629761,0.09459032,-0.14085898,0.020319048,0.09644211,-0.11861921,-0.06567338,-0.18251935,-0.20039472,-0.29898623,-0.1671506,-0.13271628,-0.21530545,-0.31175297
JAKMIP2,-0.50724447,0.4894068,1.4888573,-1.4388835,0.32878822,1.2016231,-0.6978039,1.0389618,-0.40970078,-0.937465,-1.6133361,-0.082049094,-0.9685999,-0.39210778,-1.8762133
DESI2,-0.0077693267,0.040294852,0.27145216,-0.2976559,0.10938504,0.16582076,-0.13833721,0.057002936,-0.23197286,-0.2914557,-0.41320005,-0.13310272,-0.24991314,-0.23837337,-0.51474714
ZNF473,0.16008161,0.3039085,0.15167272,0.16149561,0.22426198,-0.08905559,0.35167977,0.14375481,-0.023820901,-0.0006205593,0.37214512,0.19338103,0.11778766,0.29778114,0.15346952
FAM212A,0.018422017,0.9732617,0.46850845,0.44826147,0.034841064,0.45457998,0.5510066,0.95746183,0.5327343,0.43947804,0.97085184,0.5767758,0.5699206,1.4208474,0.9625538
ZBTB3,0.15039237,0.1879985,0.008077614,0.21091911,-0.019019319,0.049612626,0.1478683,0.02462578,0.016970059,0.079320945,0.22783694,-0.0072791246,0.17339985,0.2899041,0.25505966
PYGL,0.076954104,-0.14724447,-0.28982723,0.15915464,-0.12538399,-0.16181912,0.030959342,-0.21567397,0.054900147,0.06603308,0.09076094,-0.052773774,0.1255999,-0.082146555,0.21493886
DUSP13,-0.31186727,-0.023983058,0.14091478,-0.38057524,-0.041578617,0.21682224,-0.2025978,0.2692156,0.16599484,-0.079104446,-0.27513963,0.14156261,-0.12370614,-0.062735826,-0.22232619
AL021707.8,-0.5117615,-1.2373335,-0.3263687,-0.86827654,-0.05352207,-0.29492512,-1.0283871,-0.7929219,-0.46137264,-0.36965287,-1.341788,-0.51060975,-0.9153406,-1.5725745,-1.2996988
KIAA1161,0.17075847,0.022939755,-0.10349191,0.11491947,-0.019249177,-0.077707686,0.105338305,-0.12528314,-0.051271565,-0.06047306,0.058593452,-0.06157362,0.09733131,-0.039080635,0.0759632
SYNGR3,-0.049656108,0.057777245,-0.0054953527,0.015331279,0.009157057,-0.023032073,0.082154416,0.117282666,0.13316496,0.057108466,0.1493138,0.16004805,0.084654205,0.11817043,0.14414226
RASSF8-AS1,0.1914438,0.3464639,0.09124505,0.24670725,0.07069654,0.023219824,0.31901073,0.15676065,0.055046476,0.059108783,0.38368598,0.124024644,0.24313426,0.4205765,0.3196415
CDC20,-0.2015502,0.121555835,0.118296996,0.0436583,0.04304522,0.041726165,0.04370405,0.25987786,0.18503965,0.2599342,0.28964505,0.20585063,0.057176176,0.38240236,0.22893772
ADAT1,0.15584366,0.1810033,0.21920814,-0.012843701,0.21723403,-0.0009374802,0.15663858,0.052405,-0.207023,-0.17358862,0.0044483924,-0.0015340577,-0.082977936,0.008391222,-0.19835028
RGS19,-0.29784098,-0.09397754,0.2276087,-0.52647555,0.21441594,-0.013755952,-0.11088862,0.2180085,0.0009722502,-0.25451756,-0.33099157,0.22807093,-0.30015692,-0.34851944,-0.5441677
CLDN15,-0.06787309,-0.24152407,-0.06382662,-0.16856217,-0.033186607,-0.02588979,-0.2153927,-0.15046656,-0.097228795,-0.09793763,-0.29608324,-0.11575648,-0.16041616,-0.3291135,-0.2619633
AC021016.2,-0.31167677,0.08237199,0.15795976,-0.116483875,-0.022497404,0.19545114,-0.1020594,0.3609632,0.23781182,0.17194425,0.06416762,0.23410489,-0.053626228,0.2660151,0.108096436
AC008026.3,0.22128846,1.4941137,1.1307684,0.7775448,0.51424044,0.6279252,0.8250284,1.2075083,0.029603742,0.59033227,1.3758347,0.4736121,0.31992725,2.1316118,0.90605253
AC026367.2,0.3290403,0.88681984,0.029305225,1.1864166,0.15099695,-0.09829234,1.0336218,0.5731967,0.49235484,0.8593921,1.8595957,0.6589877,0.8340215,1.7768316,1.7304215
SATB1,0.12187318,0.07170425,-0.029289983,0.08966009,-0.042712342,0.02929296,0.06892076,-0.0428332,-0.039037358,-0.03430981,0.019093147,-0.07749626,0.075285636,0.054772552,0.062941164
EIF4B,-0.10316737,0.06100639,0.21260905,-0.29104003,0.052975524,0.16565904,-0.097160764,0.16778535,-0.04557474,-0.19161624,-0.2887901,0.0014562149,-0.15117651,-0.1288971,-0.33881587
PMEPA1,0.16391338,0.07756776,-0.19218488,0.216936,0.02417673,-0.20227341,0.3004119,-0.054484826,0.11510183,0.046532035,0.3679697,0.1593346,0.25813848,0.14173171,0.34314296
SNHG14,-0.008637639,0.10840169,0.21771626,-0.29032913,0.10187883,0.12623538,-0.0048703863,0.1503895,-0.08195551,-0.28769174,-0.2681498,0.026221475,-0.112574294,-0.15482473,-0.36071208
STAG3L2,0.35674328,-0.008402712,0.05128353,-0.05116523,0.03286845,0.041690264,-0.06325136,-0.32029217,-0.4407435,-0.40038064,-0.4256519,-0.41625068,-0.12241544,-0.36266875,-0.45001134
AC003072.1,0.03467532,-0.34490117,-0.50896454,-0.023094652,-0.18460326,-0.2941386,-0.043007214,-0.37996888,0.13143305,-0.058787134,-0.057269435,-0.0407811,0.18585253,-0.37515897,0.113430664
KCNAB2,-0.06116698,-0.112312585,-0.0005076513,-0.2398472,0.1039175,-0.12759921,-0.028588168,-0.051806618,-0.05088208,-0.18909666,-0.17848115,0.060856804,-0.11685814,-0.28842837,-0.28091747
HSD17B7P2,0.38981608,0.19433947,0.13274328,0.23357171,-0.10789104,0.24986857,-0.11995702,-0.20853357,-0.3591155,-0.119199194,-0.22558069,-0.47860283,0.005122196,0.07306518,-0.09376486
LINC01977,0.12684557,0.34652823,0.28706372,0.18821329,0.08037862,0.22127382,0.123144776,0.22022097,-0.06799048,0.08420393,0.19150506,0.0039283275,0.047724493,0.4477506,0.13873954
GLIS2-AS1,-0.08558107,0.84742737,0.83454317,-0.14271574,0.30456522,0.5268991,0.31927013,0.94668156,0.118897974,-0.066027045,0.24352229,0.42632836,0.012834154,0.7855776,-0.02756905
CNTRL,-0.08601337,0.34113088,0.4905122,-0.15797873,0.27681231,0.20612097,0.10039674,0.38442305,-0.089190714,-0.04151255,0.0600765,0.15404257,-0.12854698,0.3401152,-0.21159646
LINC01732,-0.04243858,0.88747287,0.5102755,0.44006822,0.17449906,0.35652494,0.5582401,0.89226633,0.41552755,0.4872652,1.0184834,0.5914986,0.4075048,1.4234077,0.87990284
AL139805.1,-0.46720257,0.3179475,0.84767735,-0.68255746,0.111444384,0.77119267,-0.38933435,0.8280375,-0.030930951,-0.2463974,-0.66888046,0.08370615,-0.49768463,0.11267755,-0.7344139
LAMC1,-0.055431377,0.13172694,0.24907343,-0.19610456,0.10454823,0.163905,-0.02183122,0.19160193,-0.058681145,-0.14433146,-0.16662683,0.03982126,-0.12429899,0.00050210726,-0.25531727
NTN5,0.15689702,0.7087922,0.2773717,0.29533836,0.15356162,0.14836705,0.5951553,0.57065076,0.27478665,0.13763712,0.7244936,0.4295395,0.44282544,0.8992559,0.5796213
DNAH1,0.30768073,-0.32660902,-0.6328299,0.540364,-0.28606656,-0.33131158,-0.00096214254,-0.63833773,-0.021786096,0.24518791,0.25903594,-0.27983165,0.27789506,-0.07092604,0.54718935
ZNF704,0.12858886,0.612049,0.4248795,-0.048997883,0.25997257,0.16809972,0.45516798,0.53041434,0.08993431,-0.17607494,0.30870882,0.3502196,0.19779728,0.4586746,0.055588286
HMGB1P5,-0.3837248,0.24768369,0.40736187,-0.4806628,0.052973107,0.35665542,-0.06736409,0.6342694,0.23488037,-0.12071874,-0.22129482,0.27610087,-0.109712705,0.14549041,-0.27098238
ARHGEF10,0.10831176,0.40351522,0.27080986,0.011009212,0.14971738,0.13001694,0.2671369,0.29642797,0.028990008,-0.093736544,0.19725749,0.17742963,0.124803916,0.3269811,0.057264946
C8orf34,-0.06975647,0.4076421,0.3122763,-0.05118442,0.13669325,0.18634011,0.25385028,0.47873,0.17403084,0.013035556,0.25990584,0.30553815,0.12188827,0.4593874,0.13800137
FMN1,0.17328207,0.5839688,0.44351095,0.11654267,0.23614842,0.21209873,0.38161334,0.44545123,-0.032165915,-0.05212511,0.32312942,0.19355397,0.12155803,0.54542404,0.099620685
LZTS3,0.09055171,-0.07759425,-0.14940058,0.051107246,-0.08494429,-0.05444593,-0.013387429,-0.15244906,-0.02043119,-0.046204522,-0.04998022,-0.088981375,0.04891172,-0.121561766,0.036935173
CBFA2T2,-0.013443053,-0.14949477,-0.04095811,-0.08359993,0.011646102,-0.052849095,-0.10098954,-0.11519935,-0.09455072,-0.07341485,-0.16189446,-0.07882175,-0.118092984,-0.21901704,-0.16970626
LRRC26,0.016705211,-0.0019522422,-0.29035458,0.45121554,-0.06603888,-0.24747749,0.25859722,-0.0246296,0.26746264,0.430469,0.6569002,0.22180049,0.2992165,0.41167393,0.71914756
FAM193B,0.22792272,0.4542856,0.26293454,0.28892228,0.11986563,0.1415491,0.29012603,0.22744964,-0.05654605,0.07368994,0.37032965,0.058978315,0.16056849,0.53265125,0.2611373
TOMM20P4,0.027680408,0.47399488,0.106114626,0.33814794,-0.080822475,0.20540452,0.30663985,0.4434706,0.3619608,0.32291278,0.5974882,0.2791542,0.41402465,0.7953194,0.69401795
AC124283.1,-0.051776074,0.22788355,0.37473756,-0.22131573,0.15712616,0.23404168,0.0029319446,0.29999933,-0.08697588,-0.16829307,-0.15872917,0.07136229,-0.1517544,0.075884975,-0.29801676
AC087741.3,0.30435428,-0.14083692,-0.71736884,0.6704098,-0.2452544,-0.47609615,0.2946652,-0.44373307,0.27997333,0.38958523,0.7055021,0.05572397,0.5830844,0.21683855,0.9268182
NLGN1,-0.33011493,-0.45772538,0.22935566,-0.60070044,-0.19812824,0.48302245,-0.92829627,-0.1300153,-0.34760284,-0.247278,-1.166041,-0.5541421,-0.6584197,-0.67970335,-0.93336505
ERICH6,0.16720626,0.15847088,0.2338653,0.087691836,-0.038265914,0.27706662,-0.17322357,-0.037396666,-0.28306866,-0.054336004,-0.21147612,-0.31774274,-0.11289082,0.14093405,-0.15732768
RPSAP69,-0.09572679,-0.06776234,0.019347431,-0.05245567,0.068218015,-0.05409977,-0.021220287,0.038247414,0.017532296,0.03542175,0.019067228,0.10918794,-0.08695161,-0.023452535,-0.039889954
ATP6V1C2,-0.2618445,-1.4367929,-0.93574756,-0.43810636,-0.4768689,-0.45500156,-0.9743487,-1.1735857,-0.26226318,-0.19792898,-1.1543003,-0.70103294,-0.5214752,-1.6469148,-0.69715357
IRF2BP2,0.1463755,-0.049176373,-0.15788949,0.23168287,-0.033990968,-0.117149696,0.07317749,-0.1907563,-0.052820757,0.087427475,0.15664257,-0.08302906,0.08557201,0.040328372,0.19023646
PTPN12,0.084103175,-0.31492525,-0.31200165,0.09300187,-0.12753873,-0.17024541,-0.13237278,-0.39819652,-0.10793865,0.007413527,-0.12795857,-0.23413908,-0.024454776,-0.2968025,-0.0031418556
EDN2,-0.8725242,-1.3064716,-0.020459486,-1.5885576,-0.17338648,0.1366771,-1.4642311,-0.4284856,-0.37560102,-0.75133604,-2.1757998,-0.5293762,-1.2325988,-2.064879,-2.0045698
APP,0.107655466,0.10521608,0.010236604,0.16040386,0.02014608,-0.00066063995,0.12087636,0.0031611852,-0.027369315,0.054100715,0.1548315,-0.012543207,0.072124965,0.16559437,0.1402888
PTGDS,-0.029318033,0.3363324,-0.0004741268,0.18856288,0.06346325,-0.07528614,0.43261987,0.36679903,0.38237533,0.20345458,0.6358255,0.46429342,0.37326416,0.5570222,0.56858855
DUSP1,-0.8028963,-2.5671198,-0.99600214,-1.5898945,-0.6831893,-0.2952603,-2.2910385,-1.7886459,-0.7672749,-0.80512404,-3.054325,-1.4165843,-1.5559349,-3.3778763,-2.3884325
R3HCC1L,0.16228488,0.4850763,0.30774593,0.1806631,0.18405992,0.13036086,0.34738144,0.32327208,-0.0020603696,0.023230705,0.36810145,0.1614025,0.15145048,0.5204663,0.20245133
CNTN5,0.59444195,1.2717841,0.05755725,1.2087708,0.22770959,-0.17847285,1.4622836,0.6945124,0.6063671,0.61000365,2.060662,0.8386533,1.1875354,1.8975962,1.8391869
RAB11FIP1,-0.13845809,-0.2831104,0.072233774,-0.3886889,0.0042429175,0.06821968,-0.35630766,-0.12933686,-0.21704063,-0.25560904,-0.60554755,-0.21597883,-0.36543953,-0.5418733,-0.60525197
AP001972.5,-0.069770016,-0.63381237,-0.39757514,-0.15816748,-0.21353869,-0.18180493,-0.44541264,-0.5601184,-0.18236335,-0.09729389,-0.54865164,-0.3804498,-0.26251113,-0.7430211,-0.3374447
AL161729.3,0.066347145,-0.18797788,-0.2811459,-0.19290459,-0.18734694,-0.051500708,-0.13206369,-0.21159014,0.07781022,-0.2606685,-0.34186617,-0.088130005,0.10925291,-0.4463274,-0.15751329
PAQR4,0.10946284,0.25028053,0.012816153,0.3161591,0.14306648,-0.16183169,0.3873577,0.14792834,0.12010508,0.1942929,0.5842641,0.27376333,0.22039118,0.43067762,0.44228864
USP10,0.0540932,0.07397461,0.06287078,-0.008094033,0.07173371,-0.007024164,0.08182031,0.028383672,-0.05362516,-0.065110914,0.013401425,0.012739953,-0.010015257,0.007591961,-0.053327266
UVSSA,0.011310723,0.16694507,0.26965475,-0.0686412,0.11543215,0.15509441,0.0006466379,0.17164345,-0.11501135,-0.06736025,-0.06999821,-0.012419171,-0.10944506,0.10385707,-0.16964218
AC089999.3,-0.07310272,0.36820775,0.48053783,-0.3967408,0.11936582,0.36580145,-0.033658247,0.43680093,-0.02685668,-0.31768653,-0.3193434,0.082614414,-0.09416021,0.09099693,-0.4268393
ARGLU1,0.107821286,0.068787195,0.030659815,0.07755977,0.044688165,-0.015726674,0.07093233,-0.022060666,-0.06474518,-0.024764685,0.061406404,-0.014543869,0.024813076,0.040747136,0.021589343
ARHGEF40,0.38477862,0.8811234,0.030462319,0.7470473,0.24029721,-0.22520198,1.0915173,0.49860683,0.44648924,0.35572273,1.460097,0.6829429,0.8338075,1.2419606,1.2127167
SRGAP1,0.1685531,0.08002025,0.27028415,-0.3652831,0.14578314,0.1454508,-0.10480663,-0.042910814,-0.35530415,-0.5249322,-0.57869524,-0.23370889,-0.23920558,-0.44243675,-0.7127442
AGO2,0.040398814,-0.061340697,0.059367504,-0.12803029,0.027449246,0.036093727,-0.100762695,-0.08738558,-0.16561039,-0.16636218,-0.262052,-0.14264686,-0.13904782,-0.22106804,-0.28424916
AL512306.2,-0.12332639,-0.41880885,-0.39344266,-0.057249196,-0.14165008,-0.26041502,-0.15047066,-0.25294414,0.11155503,0.04131097,-0.094517685,0.008844581,-0.014507254,-0.37079486,0.04169761
ORAI3,-0.06065467,0.09920569,0.119355604,-0.13009387,-0.011581895,0.14555745,-0.036184713,0.17339754,0.06860465,-0.067492165,-0.096354455,0.060581468,-0.0044315457,0.018848663,-0.075715154
AC010834.2,-0.10291478,1.4050562,0.95825654,0.832046,0.3147819,0.67969877,0.82475126,1.4933835,0.4975182,0.92406416,1.6275227,0.8017766,0.4487269,2.3750312,1.3753307
MPPED2,0.20229669,2.1378841,1.4476478,0.24170303,0.7821164,0.68603396,1.4516137,1.9239266,0.50974935,0.046290416,1.5319571,1.2736627,0.70901763,2.2488124,0.79194623
WAC,0.04783523,0.106531456,0.15993166,-0.16253835,0.07523399,0.08568445,0.013908051,0.077979065,-0.09758669,-0.21188022,-0.17920834,-0.026247941,-0.06417755,-0.10098951,-0.25336686
LINC00511,0.37654847,2.5736868,1.9851867,0.3517435,0.9882702,1.0168973,1.5091099,2.1941054,0.20506257,0.002994379,1.5400544,1.1384323,0.56217664,2.6241076,0.61263376
WNK4,0.24182102,1.00366,0.75003344,0.13986875,0.3033267,0.45059112,0.52075,0.7723803,0.011617022,-0.0868515,0.43768385,0.2718759,0.23848127,0.9211554,0.16051555
TMEM81,0.3500471,0.31578276,-0.20602229,0.6200406,-0.07030155,-0.11156986,0.412106,-0.08311949,0.101809256,0.28835255,0.69414955,0.007029718,0.47566134,0.6141732,0.76347363
AC011498.4,0.11123561,-0.35200122,0.10079458,-0.29070246,-0.064930476,0.20960806,-0.577709,-0.4371955,-0.588365,-0.39807135,-0.9480274,-0.6635165,-0.526064,-0.7228669,-0.8501683
BBOX1-AS1,0.13967726,1.357628,0.41536045,1.2316737,0.3008474,0.1243702,1.288022,1.1860846,0.74588156,1.0806748,2.2774794,1.0277629,0.9525834,2.465485,1.9980494
ORAI2,0.15326412,0.072007954,-0.0032520425,0.15484773,0.019431975,-0.0133724455,0.083229244,-0.05954561,-0.086827286,-0.0021454906,0.07900226,-0.04732834,0.03238245,0.06690581,0.07675149
SMAD5,0.017804645,0.07501925,0.25959352,-0.33401757,0.12107167,0.14693466,-0.06801964,0.092230335,-0.19598815,-0.35713857,-0.40375894,-0.07713406,-0.19879667,-0.2581581,-0.51601017
DDX58,-0.11145647,0.45877564,0.58030474,-0.38800734,0.24837174,0.3627054,0.089702345,0.5502302,-0.018371297,-0.26726702,-0.14196171,0.21501106,-0.1211592,0.23181297,-0.3711862
BCHE,-0.10244713,0.8543789,0.5663147,0.056566633,0.28997505,0.26573148,0.6139077,0.9729726,0.41234937,0.14291842,0.7551145,0.70709324,0.33117917,1.0096775,0.46256754
KCNH2,-0.66246605,-1.7596643,-0.5630656,-1.2220213,-0.4204018,-0.14371172,-1.6455014,-1.1173594,-0.51967895,-0.5763167,-2.1789825,-0.9109803,-1.1577195,-2.3141239,-1.7640729
AC010719.1,0.12123882,0.1494731,0.22087182,0.30631304,0.08323847,0.15456687,-0.067610204,-0.024186129,-0.2643408,0.19965874,0.15251581,-0.20332524,-0.13399306,0.35705492,0.10180721
SLC10A1,-0.26146162,-2.3986824,-1.4358698,-0.65178293,-0.7849602,-0.6065835,-1.855515,-2.1765501,-0.73498046,-0.375788,-2.1576235,-1.477582,-0.99303496,-2.767865,-1.3873286
PKMYT1,0.016680997,0.42394146,0.24213958,0.22034512,0.28517687,-0.10057237,0.45733124,0.37783033,0.15346503,0.1994918,0.66969615,0.43365377,0.18861374,0.60603917,0.38241032
EMILIN3,0.18474314,1.5288032,1.0418612,0.4835813,0.48981288,0.6077088,0.95765823,1.346367,0.28915346,0.31403306,1.2501587,0.7458741,0.47599316,1.8948513,0.80787003
ORC1,0.014048729,0.25917235,0.15947165,0.16639392,0.31831267,-0.2210062,0.4135833,0.24607623,0.073620565,0.13336071,0.56827134,0.39314032,0.07983349,0.37432048,0.25610372
INF2,0.026826905,0.48816293,0.35578713,0.05198461,0.24507941,0.096737675,0.3789642,0.46426398,0.11486199,0.021193134,0.40757543,0.36274576,0.13752757,0.51735383,0.17044008
EEF1A2,-0.041316982,0.026739288,-0.061151795,0.20932989,0.029004032,-0.11760113,0.10945956,0.046934657,0.130282,0.2547136,0.36196366,0.16583109,0.0977766,0.24191873,0.33281928
CASP8AP2,0.079728425,0.17140009,0.17265747,-0.085324794,0.17937975,-0.030315595,0.16850714,0.1320206,-0.06814886,-0.17932543,0.03106971,0.120157994,-0.019020034,-0.010413803,-0.14615002
LINC00689,-0.95646757,-1.3324838,-0.05793397,-1.5070933,-0.3534091,0.3480533,-1.6472486,-0.40494063,-0.27988043,-0.56789356,-2.21052,-0.6242982,-1.1941404,-1.8722697,-1.836792
ZNF331,0.20073634,0.34379187,0.2945186,0.10405425,0.26762185,0.0010717507,0.26247057,0.12559626,-0.18549763,-0.08548529,0.2237948,0.07232972,0.00941106,0.26476106,-0.040337384
PRAME,0.16555175,0.5333497,0.23674534,0.3166551,0.1644814,0.07707659,0.4539748,0.3706397,0.12980922,0.15678486,0.6057079,0.2907717,0.28314027,0.683523,0.45114127
AC003002.1,-0.21949726,0.308626,0.1393025,0.14955069,-0.05773427,0.19087918,0.17088391,0.512973,0.4083936,0.36237893,0.4829143,0.36094654,0.24016386,0.6824929,0.54942983
SCN4A,-0.44255537,-0.89765507,-0.30830202,-0.6711962,-0.3015535,0.014111361,-0.9055664,-0.4617187,-0.13363703,-0.2519289,-1.158735,-0.39758754,-0.58230674,-1.146669,-0.8416206
RAB5B,0.467069,-0.14111891,-0.46144322,0.48670414,-0.24601372,-0.19123365,0.0391385,-0.59776574,-0.20049837,0.030841522,0.073139615,-0.45187354,0.23605439,-0.10890177,0.32134295
NEMF,0.033208326,-0.2234299,-0.16537337,-0.09700112,-0.06541771,-0.09511683,-0.12455427,-0.23698269,-0.08524246,-0.12760611,-0.23777258,-0.14657828,-0.058138844,-0.34698656,-0.17779052
RFX2,0.017781252,0.5366215,0.3929752,-0.07282274,0.3034441,0.076830775,0.43243134,0.51561725,0.124949746,-0.092547946,0.36628306,0.4219472,0.14821199,0.4609271,0.067353025
TNNI3,-0.07131626,0.406913,0.060003947,0.3185475,-0.034987316,0.09142055,0.35749173,0.46532887,0.43739873,0.38825408,0.70212483,0.41770995,0.3980889,0.7969381,0.7435196
TRMT13,0.08611637,0.16395773,0.22917962,-0.014694513,0.043420304,0.19849718,-0.05740652,0.07960485,-0.15641329,-0.08301259,-0.1320793,-0.13013917,-0.09463801,0.06963025,-0.15307538
MEAF6,-0.1196459,-0.3716434,-0.16353576,-0.22659723,-0.08640201,-0.0776342,-0.2909697,-0.24722178,-0.083750665,-0.11169202,-0.40117913,-0.16808519,-0.20347136,-0.4895856,-0.31982344
TMC4,0.15334481,-0.13221446,-0.31549552,0.24903859,-0.144974,-0.15453666,0.027330747,-0.28455716,0.023774067,0.09680616,0.13273443,-0.10848092,0.16159186,-0.049674034,0.28192168
AL136982.1,-0.0813295,0.31562164,0.6083499,-0.347831,0.11127092,0.5077233,-0.19828926,0.44581684,-0.19091442,-0.27011412,-0.4484812,-0.07400709,-0.29289186,0.07315245,-0.5295749
RPSAP18,-0.5950984,-0.6437818,-0.2785461,-0.4203623,-0.38726583,0.10735853,-0.7136426,-0.093843296,0.22761646,0.15352459,-0.6049367,-0.13795488,-0.29107967,-0.4864788,-0.21784866
NEAT1,-0.026587054,-0.5144446,-0.2800634,-0.12426459,-0.21475418,-0.060103558,-0.46379653,-0.48770377,-0.21799701,-0.0927298,-0.55381703,-0.4240097,-0.2505748,-0.6199981,-0.34239134
RASGEF1B,-0.24613371,-0.016301379,0.25998244,-0.6632904,0.17075881,0.09444909,-0.110358804,0.25177935,-0.0010963867,-0.42712814,-0.5063256,0.15617275,-0.23907961,-0.40824714,-0.6791397
AC073335.2,0.18301152,0.6791259,0.5825685,-0.010735016,0.17274071,0.4325206,0.22647983,0.5009305,-0.064882755,-0.16230291,0.083401725,0.08784597,0.09233922,0.52466977,-0.06096454
KLHL8,0.017888416,0.024826666,0.21759848,-0.31518748,0.13251355,0.09949458,-0.070169516,0.041742414,-0.21311313,-0.34390575,-0.39126512,-0.08799317,-0.22036105,-0.29878592,-0.5143107
DIRAS1,0.25135338,0.20658396,-0.25892264,0.5566636,-0.019957032,-0.24923357,0.43943173,-0.048176765,0.1947116,0.29495683,0.7369505,0.19368517,0.4403705,0.49758852,0.7639363
SNPH,0.5014644,1.2139438,-0.060282953,1.2684987,-0.01775377,0.018947529,1.2198257,0.6602271,0.7859675,0.822987,2.0383735,0.7609546,1.3168179,2.0534632,2.0599113
SOCS7,0.21193208,0.06932574,-0.024136852,0.12314065,0.04672895,-0.05837636,0.11700055,-0.13093027,-0.13759917,-0.08116802,0.050503183,-0.102462925,0.05426229,-0.0070744036,0.00850995
