,01 vs 02,01 vs 18,04 vs 18,00 vs 02,04 vs 08,08 vs 18,01 vs 08,02 vs 18,02 vs 04,00 vs 01,00 vs 08,02 vs 08,01 vs 04,00 vs 18,00 vs 04
SCAF4,0.04676214,0.14744687,0.1464585,-0.030732565,0.12577209,0.018081559,0.106238425,0.104549244,-0.053288862,-0.08090433,0.047132954,0.075348206,-0.0210793,0.06950593,-0.07359548
TOP2A,0.026170706,0.46916157,0.4025792,0.06829701,0.3340957,0.02436937,0.37330213,0.3985244,0.0062989066,0.045211602,0.43887794,0.31795058,0.060765594,0.51749915,0.10034546
MLLT11,0.039459273,0.097943224,0.095181756,0.027975064,0.033719417,0.07352882,0.03420468,0.06477709,-0.03705785,-0.0034223362,0.026632309,-0.0027470835,0.0011244224,0.106078416,0.00078835944
ROCK1,0.02613144,-0.15020221,-0.053353917,-0.11954816,-0.01910238,-0.02279019,-0.10667077,-0.15165116,-0.12947696,-0.15299658,-0.25494266,-0.13998358,-0.11179499,-0.28583395,-0.23474078
TMIE,-0.09112926,-1.2969272,-1.1232796,0.2157712,-0.6194888,-0.48639902,-0.81900936,-1.2428033,-0.1190789,0.28958696,-0.51866436,-0.68224275,-0.1922865,-1.0104324,0.0997782
LRFN1,0.095557675,-0.3175969,-0.6277623,0.28893894,-0.2000416,-0.4008874,0.10901147,-0.42135704,0.19406758,0.19223332,0.31190464,0.009983158,0.31018898,-0.10074537,0.4962784
FOXO6,0.26367134,0.13062459,-0.3471272,0.5971943,-0.08500135,-0.25228482,0.3840138,-0.13280399,0.19136405,0.33709943,0.71338123,0.11097031,0.44912666,0.4447797,0.79563224
INTS6,0.037477907,-0.10993703,0.0048083467,-0.07817282,-0.027525965,0.044415217,-0.15930435,-0.13856874,-0.14551203,-0.106397666,-0.2503052,-0.18003565,-0.1143517,-0.21233787,-0.22054778
ZNF615,0.15762751,0.14132538,-0.02160957,0.21058215,-0.031039484,0.033103008,0.14674996,0.009583494,-0.0017529603,0.05102713,0.19476576,-0.03365958,0.1467773,0.2188006,0.23187456
AC073107.1,0.011901602,0.46139205,0.52858406,-0.119694896,0.15844835,0.39597088,0.06578511,0.46562505,-0.069191486,-0.12151813,-0.044213366,0.07932827,-0.06459609,0.37034613,-0.17509037
MUC1,0.08467658,-0.12002787,-0.20295668,0.27261248,-0.08203945,-0.12338788,0.0138431415,-0.2077729,-0.022383835,0.18832502,0.16626766,-0.101561,0.057288665,0.059515014,0.2532269
KRT18P11,-0.3757097,-0.5987264,-0.77699333,0.23595013,-0.3911825,-0.4136058,-0.14167543,-0.24306647,0.5710762,0.59567285,0.40807357,0.20939636,0.27614006,-0.030488092,0.76987195
ABTB2,-0.07719043,-0.9277915,-0.79043216,-0.0049029714,-0.3826008,-0.39819762,-0.5108801,-0.86723083,-0.09285055,0.06883707,-0.4661866,-0.4665333,-0.15089844,-0.8642243,-0.09769287
RAB20,-0.23792899,-0.09899733,0.19394961,-0.41995093,0.04944009,0.14586149,-0.24015257,0.14250399,-0.0363586,-0.19215885,-0.42331627,0.016451702,-0.2791573,-0.28770724,-0.4652176
C1orf132,-0.13307686,-0.2222227,0.18453583,-0.36198986,-0.084806345,0.27823904,-0.49086407,-0.07063972,-0.26454008,-0.22240554,-0.72832185,-0.34412262,-0.40925416,-0.4293323,-0.6263556
KLF10,0.104690686,-0.41954863,-0.4959893,0.118954405,-0.2229212,-0.27101472,-0.15792917,-0.5275928,-0.045629814,0.013516888,-0.124972776,-0.25578552,0.055519532,-0.4115813,0.090147234
TPPP,-0.3404955,-1.5930508,-0.97664696,-0.36690345,-0.4785459,-0.47457856,-1.1936885,-1.3167565,-0.3223057,-0.02809946,-1.1778637,-0.793147,-0.63131464,-1.663246,-0.70784426
UBE2Q2P1,0.39350554,0.0777878,0.0620339,-0.14731587,-0.0781959,0.20924209,-0.14040345,-0.24402656,-0.35015106,-0.5237774,-0.5871093,-0.41661406,-0.04252136,-0.42436665,-0.4866023
SNX9,-0.23743704,-0.16821483,0.1906562,-0.5968667,0.085998476,0.10525228,-0.2728885,0.08552413,-0.098669134,-0.36717382,-0.6131532,-0.020752659,-0.3306271,-0.5118034,-0.70036525
MAN2A2,0.19625649,0.31051013,0.11745708,0.24144931,0.1704708,-0.057287797,0.34326777,0.10782102,-0.03245573,0.048559442,0.39243582,0.12528934,0.1481987,0.35216013,0.23034927
TSKU,-0.13986722,0.14074433,0.25795057,-0.31972796,0.10347876,0.15348199,-0.0027134856,0.29593867,0.04042127,-0.18833181,-0.18152036,0.14870743,-0.098621994,-0.03790696,-0.28425363
PRKCD,-0.06299364,-0.39490804,-0.18150434,-0.16395162,-0.09331342,-0.07581511,-0.31284294,-0.33649185,-0.16839068,-0.107376486,-0.42630938,-0.25722006,-0.23619524,-0.50638497,-0.33372894
ASS1,-0.040190328,0.095699444,-0.106641285,0.26508498,-0.1497265,0.058195606,0.033493597,0.082227826,0.24378175,0.31580967,0.34864306,0.09650925,0.23651768,0.40629044,0.511336
GADD45B,-0.23740034,-0.8110202,-0.3992941,-0.3743579,-0.28068197,-0.11817672,-0.6982659,-0.59134823,-0.17858925,-0.1404283,-0.8359923,-0.45168763,-0.40392095,-0.96707684,-0.56189215
AC024896.1,0.6059361,1.7840961,1.0944204,0.692612,0.50122714,0.6074336,1.0652628,1.1368992,0.058603026,0.1399704,1.2760484,0.50578594,0.6594853,1.9338635,0.80677503
ZFHX4-AS1,0.07615337,2.4610991,1.2848984,0.7153359,0.87706095,0.36047718,2.0575485,2.3263052,1.1334524,0.638369,2.7213302,2.0088859,1.2723688,3.1524591,1.8615547
VIPR1,-0.32906505,-1.2843722,-0.61544406,-0.7097148,-0.4002837,-0.20396721,-1.0718845,-0.9671848,-0.36766896,-0.4012392,-1.4647917,-0.7384067,-0.69274956,-1.6929344,-1.0805306
PREP,-0.051273085,-0.6031509,-0.42829576,-0.1315412,-0.190374,-0.23375104,-0.36347014,-0.5540743,-0.1410266,-0.09380723,-0.45179203,-0.31658736,-0.197306,-0.69588166,-0.27072138
AFF3,0.105197996,0.6201106,0.6101512,-0.087158896,0.2925335,0.33259222,0.30184832,0.55832654,-0.06824854,-0.1934577,0.12040779,0.22314511,0.0021684389,0.4526414,-0.13821468
FAM200A,0.04796496,0.35715026,0.29993728,-0.19225329,0.13109477,0.17897376,0.17020616,0.30140248,-0.0039546415,-0.24416517,-0.06395195,0.10743491,0.03457518,0.124283776,-0.1861973
ITPKB,0.075405575,0.57862777,0.40526286,0.059983905,0.23029536,0.18624195,0.40704703,0.5303489,0.11779166,-0.01107816,0.39768222,0.3364253,0.18297523,0.574985,0.1815535
AC012676.4,0.13069564,-0.028677322,0.05308066,0.16371119,-0.024331769,0.1395471,-0.14367574,-0.15153682,-0.27196947,0.03245666,-0.10285841,-0.28497013,-0.15403733,0.05357918,-0.045646563
CT45A11P,-0.5828116,-0.6957283,-0.6265163,-0.07581722,-0.16634928,-0.41989684,-0.23622897,-0.22861275,0.44201285,0.48959526,0.25552335,0.28975728,-0.0014736396,-0.1355325,0.4032918
AC128687.2,-0.29341888,0.2526435,0.32383627,-0.25324598,0.050434984,0.28732932,0.010770436,0.56710505,0.2547541,0.031016529,0.023620669,0.3053824,-0.010721495,0.30697256,-0.018882908
CLCNKB,0.27712253,1.8970017,0.4750841,1.1599087,0.48667407,0.016548786,1.9142292,1.579629,1.156795,0.9027119,2.8462224,1.6470197,1.5096503,2.8644345,2.3643067
PLK2,0.23594743,0.4307381,-0.13884522,0.62336653,-0.010794461,-0.1319366,0.57932913,0.18631811,0.32024878,0.39417177,0.9519038,0.319635,0.57303524,0.8295586,0.9520254
NFIA,0.060991175,-0.20265688,0.05655955,-0.28407818,-0.003072272,0.07834062,-0.28083092,-0.24550115,-0.33782616,-0.3424325,-0.60816425,-0.35150245,-0.29218566,-0.52192825,-0.5981549
LINC01481,-0.041001864,-0.0547136,-0.055062365,0.02893829,-0.16992171,0.12979174,-0.1583751,-0.0039397078,0.060743526,0.08084397,-0.0874489,-0.1046477,0.03562349,0.031721957,0.08564311
AC008610.1,0.0005309591,0.25122833,-0.025328478,0.23439355,0.012186163,-0.04433752,0.31252527,0.26431993,0.30449554,0.22974668,0.5371433,0.33649457,0.30846432,0.4744246,0.5287985
FAM71F1,0.25604418,0.8639875,0.21733809,1.1115096,0.051441956,0.16493417,0.71049815,0.55284137,0.32031292,0.87229013,1.5213951,0.37347785,0.6272985,1.781141,1.4992931
RPL36AP21,-0.0065226736,2.108226,1.4013942,0.58217394,0.67432266,0.7075004,1.3791947,2.0928774,0.7347331,0.60848826,1.9377098,1.3582383,0.7744743,2.6887596,1.3006419
MMP16,0.22306448,0.029975701,-0.26519156,0.35217226,-0.051537324,-0.23045911,0.24196675,-0.16694948,0.054631468,0.14038011,0.3857035,0.0031629908,0.27696106,0.14867678,0.4243165
SLC2A11,0.14081483,0.21111754,-0.0514448,0.31098205,-0.038966116,-0.004548578,0.2125116,0.07180494,0.13980132,0.18894924,0.4047466,0.105935365,0.27503827,0.39105704,0.4520845
CDK2,0.047055803,0.20207636,0.099362925,0.05905028,0.1734974,-0.10243198,0.27351883,0.16012673,0.05424375,0.0012661659,0.295101,0.2307355,0.09736645,0.1980162,0.11966658
ST8SIA6,0.16294493,0.79460186,0.5538715,0.056841157,0.2842876,0.27299464,0.5183276,0.64589846,0.08580275,-0.105094545,0.42644024,0.35708007,0.23894846,0.71940196,0.15944232
PLEKHF1,-0.24288115,0.18188348,0.40306547,-0.5511372,0.13596825,0.27394238,-0.07363859,0.43713662,0.050299637,-0.32170084,-0.3831704,0.18573678,-0.19280812,-0.11686871,-0.5116692
PLA2G10,-0.27355686,0.056764588,-0.07269753,0.20513958,-0.29317757,0.22462061,-0.12503122,0.30941108,0.4253144,0.47535482,0.2960678,0.15012711,0.20344047,0.5169428,0.6037029
CPXM2,0.27240145,1.7462037,1.3715314,-0.0117093595,0.72072107,0.67327046,1.0386037,1.4868453,0.103113815,-0.2757518,0.8038132,0.78594387,0.33257863,1.5022467,0.11708149
INPP5J,-0.027734958,0.2350176,0.19044542,-0.04859385,0.046082873,0.15039867,0.09928647,0.25574183,0.07120662,-0.025669996,0.065927066,0.13120587,0.04703273,0.22416948,0.024601096
AC133550.2,0.27010655,1.0150598,0.85042185,0.012575546,0.45571542,0.4137018,0.5483343,0.78644794,-0.07597319,-0.2394054,0.373807,0.34172457,0.14669569,0.782638,-0.042447392
TXNRD1,0.107082814,-0.0029932188,-0.080860384,0.031044766,0.015253976,-0.099428646,0.07543488,-0.10917828,-0.03257131,-0.07504618,0.025855439,-0.015138063,0.061751556,-0.08771463,0.0064630033
C5orf30,-0.088592164,0.2556287,0.41943663,-0.30378798,0.15959933,0.264538,0.0010770197,0.3611652,-0.07481248,-0.22180222,-0.22737347,0.07590656,-0.17514287,0.040373087,-0.372843
APEX2,-0.012239413,0.18961474,0.14569163,-0.016809912,0.17206351,-0.040903524,0.21670742,0.21020113,0.0640097,-0.011979828,0.21037117,0.24097858,0.03829198,0.1642407,0.04609625
BMS1P5,-0.1929802,0.66218597,0.80025846,-0.25391766,0.28436637,0.53817904,0.13084586,0.8647542,0.05886137,-0.07215944,0.049802136,0.32232133,-0.12876202,0.60544944,-0.20211756
ELFN1-AS1,-0.097341575,0.2507673,0.01481201,0.13895781,-0.024215683,0.032386787,0.25441864,0.3567839,0.36568955,0.2228509,0.46146986,0.36342904,0.28297955,0.47136265,0.48674864
DECR1,-0.24691126,-0.40049073,-0.30792555,-0.05879959,-0.23613714,-0.07446922,-0.29619497,-0.16705218,0.17164382,0.18846342,-0.13199776,-0.05485456,-0.035869874,-0.21396585,0.095131725
GLA,-0.14198892,0.25776702,0.055129066,0.23231694,0.032768648,0.00018398304,0.28180978,0.39590803,0.3592147,0.36947602,0.6212879,0.40534696,0.25506246,0.6257893,0.5832199
HOXC8,0.5049677,-0.09126789,-0.17255704,0.14711572,-0.06477726,-0.08792193,-0.064215235,-0.5645073,-0.4333583,-0.32898,-0.31227472,-0.49461758,0.012502015,-0.39783135,-0.24118792
PDGFB,0.18011242,0.3827192,-0.14001143,0.50157994,0.013917766,-0.14948566,0.57875514,0.23688428,0.3565875,0.31329075,0.8792253,0.39155507,0.5313316,0.70666057,0.8653538
NDC80,-0.064147964,0.40709078,0.23511535,0.20889519,0.25404876,-0.07454565,0.41811445,0.414351,0.20937844,0.27902478,0.7102989,0.4471466,0.21458477,0.69654155,0.44165963
TBC1D8,-0.41133282,-1.7043873,-0.7405166,-1.0381757,-0.4526875,-0.26099896,-1.4436,-1.3039839,-0.5864051,-0.6489059,-2.0548253,-1.0152836,-0.9860207,-2.3073018,-1.6176916
ZNF587,0.026795603,-0.24415085,-0.19301629,-0.05163141,-0.08993276,-0.09224861,-0.1313154,-0.24841481,-0.08159102,-0.08738974,-0.20961063,-0.15725201,-0.06292896,-0.3131319,-0.11790304
SNX25,0.0471166,0.51229584,0.3888919,-0.096926115,0.19140744,0.20252359,0.33105847,0.5101636,0.094164185,-0.14839856,0.19060872,0.27906454,0.13006377,0.37949073,0.0051467274
RAPGEFL1,0.03487982,-0.06401631,-0.060258765,0.026279647,-0.04520969,-0.014967528,-0.0529873,-0.10563263,-0.05119484,-0.008326421,-0.06359256,-0.09057955,-0.017161045,-0.07020794,-0.018597426
HIST1H2BD,-0.04280643,0.16831693,-0.08556874,0.19512577,-0.16965026,0.11183054,0.12031958,0.22048438,0.32124996,0.23679185,0.32786247,0.16408928,0.28386232,0.40341452,0.50126034
SMARCE1P1,-0.3816136,0.592191,0.8731002,-0.50977224,0.2803364,0.5811664,-0.029531559,0.9380211,0.123575576,-0.12702629,-0.13277182,0.39705232,-0.212066,0.50856084,-0.39392367
SENP7,0.041471433,0.14777082,0.22148106,-0.14355113,0.106723495,0.12339465,0.030254776,0.13292801,-0.11084867,-0.18077877,-0.13671647,-0.0064481217,-0.07096736,-0.0013260881,-0.23812044
ACSL3,0.009648242,0.08318167,0.124438025,-0.030151267,0.06987162,0.056907166,0.030193204,0.07743039,-0.05441853,-0.034212302,-0.01601537,0.0023362134,-0.04395222,0.057541613,-0.07944237
MCM8,0.067249924,0.29751533,0.32057452,-0.10657667,0.25707403,0.038136292,0.2201628,0.24293326,-0.0945115,-0.18201546,0.0713408,0.16008446,-0.03759413,0.12353045,-0.18457527
WDR66,-0.18181586,0.3884282,0.86942315,-0.79665846,0.25562632,0.65769106,-0.26588342,0.564688,-0.29155636,-0.606155,-0.8655331,-0.065596506,-0.4931591,-0.17349063,-1.0799185
KIF15,0.0546279,0.4921303,0.42761728,-0.014542482,0.41452035,-0.040061656,0.43781587,0.40056783,-0.011806729,-0.06281473,0.42606992,0.38077673,0.07095459,0.44834858,0.0023447617
MCF2L,0.09328153,0.65177834,0.36702162,0.20505701,0.24739465,0.12359621,0.55494964,0.5914588,0.21032448,0.11074653,0.65370625,0.4621313,0.2891043,0.7814638,0.42232236
MIAT,-0.057979565,0.4090784,0.31078076,0.13553403,0.01994855,0.29998758,0.11683947,0.45389068,0.1470807,0.1792975,0.28165853,0.18703046,0.09461802,0.6145154,0.29311135
WWC3,0.05531396,-0.10191215,-0.031691782,-0.049208995,-0.022697384,-0.0044585476,-0.096014254,-0.15077923,-0.13612996,-0.10542179,-0.20507939,-0.15866272,-0.094571695,-0.2056272,-0.17705794
DIP2C,-0.041228678,-0.16261065,0.03684238,-0.32653958,0.077037,-0.028936898,-0.1392028,-0.09408462,-0.15252422,-0.2967345,-0.39758894,-0.06396425,-0.21424189,-0.44695213,-0.47396505
TEX14,-0.03766546,1.0354421,1.0661682,-0.15702224,0.50353855,0.53693503,0.42303315,1.0722231,0.027043995,-0.09960448,0.35890907,0.5005988,-0.01761855,0.9132112,-0.114645936
TACC1,0.08297734,0.51195484,0.58986264,-0.23117284,0.3651407,0.21289411,0.26386258,0.45729375,-0.15421584,-0.3150757,-0.018425118,0.19425043,-0.102284856,0.20250534,-0.36847714
KRT8P33,-0.69783366,-0.67116785,-0.30615,-0.5192672,-0.3449636,0.032184247,-0.6353923,0.0054804,0.35696784,0.159463,-0.53197473,0.040625352,-0.25454783,-0.5093631,-0.2046271
TUBA3E,-1.2846875,-2.304751,-0.21955772,-2.4354036,-0.5217899,0.32008547,-2.6109436,-1.0519207,-0.7915876,-1.1981314,-3.786407,-1.2836081,-2.0299199,-3.453147,-3.2688286
PCDHGA6,0.23850703,0.35165474,0.22244868,0.15566082,0.0925752,0.15525426,0.20285057,0.11929988,-0.14093766,-0.06523058,0.12787916,-0.064105116,0.08664421,0.31184456,0.049241845
AGO1,0.0835453,0.16530499,0.07931386,0.02984108,0.059575733,0.039423656,0.14805456,0.10676769,0.0023106572,-0.061684694,0.09861705,0.05738278,0.08144006,0.122163355,0.042562224
AC027290.2,0.29721582,0.14233097,-0.036505785,0.141314,0.048624046,-0.07023742,0.18786024,-0.13425371,-0.13452372,-0.14728269,0.07731175,-0.09377383,0.12916921,0.005802389,0.03455019
DSEL,-0.28344694,-0.35097274,0.14158815,-0.7064097,-0.11559977,0.2784505,-0.6437184,-0.11100845,-0.22245857,-0.4351144,-1.044465,-0.32629645,-0.49887285,-0.7424288,-0.91779834
PDE8B,-0.4681674,-1.3187788,-0.24119607,-1.1436856,-0.26202524,0.03884254,-1.3807377,-0.83606184,-0.6073457,-0.6891227,-2.0345068,-0.85325897,-1.0875049,-2.027812,-1.7639139
UNC5CL,0.14449064,0.30156994,0.2668177,-0.022769935,0.048188753,0.24318583,0.049643014,0.16432436,-0.1291663,-0.17191507,-0.101517126,-0.09148463,-0.006608565,0.14252828,-0.12554681
FAM69A,0.03279628,-0.23070996,-0.48212075,0.40424362,-0.19067632,-0.27917552,0.08629663,-0.2589306,0.21371013,0.3656168,0.4348834,0.049854293,0.26325628,0.15773997,0.62646335
CD82,0.17972264,0.050145704,-0.08100687,0.18327153,-0.005147488,-0.06320883,0.13684623,-0.11510709,-0.06505074,0.0031875009,0.1234132,-0.065795034,0.09708799,0.06942722,0.13356578
PACSIN2,-0.112670876,-0.5584189,-0.2925421,-0.2330209,-0.16366197,-0.12872595,-0.43043607,-0.43859956,-0.15011448,-0.12556238,-0.54625684,-0.30177665,-0.260295,-0.68748325,-0.38940287
TRPV4,-0.46733233,0.2828425,0.5554206,-0.47941875,0.10119527,0.470683,-0.14145973,0.763535,0.23386279,-0.035196472,-0.19751035,0.35242328,-0.20657964,0.2835337,-0.27356264
CHPF2,0.0031454316,-0.25088376,-0.24654028,0.062041588,-0.11111661,-0.12832996,-0.11909907,-0.26133114,-0.01672287,0.05513637,-0.069686465,-0.11650388,-0.01830918,-0.19556202,0.046963457
RASSF3,0.2615133,0.4942756,0.14957732,0.29096264,0.22434726,-0.07841834,0.56721073,0.26328626,0.06275366,0.01784351,0.60734457,0.2897439,0.3104061,0.53425545,0.38312954
Z84485.1,-0.10543645,0.15158375,0.3332729,-0.548371,0.28949896,0.019461745,0.06000697,0.2604854,-0.05753751,-0.454767,-0.32701233,0.22977981,-0.16730516,-0.28220165,-0.6134745
NDUFA12,-0.08188725,0.18798323,-0.029612351,0.2682755,-0.06942984,0.027991949,0.18913652,0.2583649,0.30852515,0.35059857,0.4929498,0.24027227,0.26002765,0.52691233,0.56021374
CLCN2,-0.040743154,0.13282561,0.2858573,-0.17523624,0.118970156,0.1727981,-0.04647365,0.19523293,-0.088949576,-0.12640683,-0.1635455,0.033643946,-0.14411625,0.017498681,-0.26638022
TOR1AIP2,-0.0950488,-0.3128666,0.0017128,-0.34518743,-0.0488438,0.057614923,-0.36804315,-0.20739463,-0.22276856,-0.25354308,-0.61673343,-0.27081206,-0.32798788,-0.5614677,-0.56336683
HIST1H1D,0.20929104,0.9513935,0.8040387,-0.15820953,0.50852215,0.27634165,0.57801414,0.74201876,-0.06668089,-0.36609623,0.27051714,0.4148434,0.10285586,0.5873842,-0.2171133
CST4,-0.643572,-1.2530261,-0.5424298,-0.8258774,-0.32970107,-0.22826746,-1.03685,-0.67721266,-0.09923952,-0.20855969,-1.234054,-0.39861202,-0.66593766,-1.4093008,-0.91699004
TEPSIN,-0.0077759344,-0.056275487,-0.07032682,-0.008518654,-0.016869998,-0.045810472,-0.006360476,-0.05704046,0.0020844687,-0.008014741,-0.021173617,-0.017068567,-0.0016469181,-0.061813988,-0.0027660516
GCC2,-0.053545386,-0.35941267,-0.16059689,-0.3277509,-0.06262773,-0.08257848,-0.26724076,-0.27702072,-0.13731359,-0.28130218,-0.5078944,-0.19445713,-0.19142482,-0.6141621,-0.45224136
REPS2,0.034560762,-0.04075372,0.050451312,-0.09847854,0.026274052,0.03648037,-0.07641589,-0.060361143,-0.12544972,-0.1295251,-0.19771796,-0.10983047,-0.11084823,-0.16936421,-0.21184656
SERPINA1,-0.052054644,0.23865221,0.046866365,0.20999983,0.0019598065,0.036645543,0.20106564,0.28747526,0.27853468,0.2664074,0.47437704,0.29178807,0.2410343,0.49178246,0.47862533
AC087752.3,-0.012495545,-0.28239498,-0.117089964,-0.30066586,-0.35079658,0.3010187,-0.55524284,-0.27918014,-0.14484952,-0.27939892,-0.8285506,-0.49905166,-0.16849254,-0.53739065,-0.45737267
AC083967.1,-0.17839453,0.15184465,0.15030254,-0.16544385,-0.0017684954,0.16384365,0.022652008,0.31212914,0.18808596,0.008864812,0.019514762,0.19338831,0.042399682,0.19144705,0.01941659
SNORA72,0.086277016,1.6060317,1.3902789,0.36431292,0.43057013,0.9750709,0.59217745,1.5015734,0.15433162,0.3181569,0.892883,0.5406116,0.24593574,1.9238559,0.5225026
SMR3B,-0.20691982,0.8046207,0.05969658,0.6725446,-0.11951978,0.1831736,0.7312811,1.027519,1.0035702,0.8681572,1.5250947,0.93215144,0.87077653,1.6976483,1.6511099
INSM1,0.13170783,1.0060638,0.27467662,0.49526104,0.19429664,0.098306954,0.93152267,0.8210157,0.5868878,0.36995605,1.2879221,0.78572446,0.762388,1.4426314,1.0982059
PYY2,-0.051951624,0.18504393,0.026542904,0.16180132,-0.008279587,0.034434624,0.15825982,0.2349395,0.23278843,0.22635064,0.37880236,0.23405784,0.19670439,0.409289,0.3860812
PCED1B,0.43676007,1.938634,0.8554801,0.9393431,0.59299463,0.24881946,1.6611041,1.5202303,0.6926174,0.53949153,2.208144,1.2542055,1.1261326,2.457106,1.6344267
TFCP2L1,-0.35269,-2.0283587,-1.215025,-0.6705116,-0.55425787,-0.67231566,-1.424305,-1.709876,-0.46802133,-0.33315235,-1.6936935,-0.9885052,-0.82562673,-2.3818717,-1.1526773
CDKN3,-0.05288741,0.3092773,0.16737394,0.116269566,0.09529657,0.054114807,0.23856477,0.32530543,0.18953863,0.18183635,0.4142458,0.27136177,0.17927425,0.498819,0.31019163
TNF,-0.06323614,2.5885444,1.4864337,1.4203101,0.71671355,0.76519823,1.8420547,2.5477767,1.1428887,1.5075647,3.2608988,1.8176137,1.1969519,4.1203847,2.6060371
LINC00471,-0.12726995,1.1023647,1.0727288,-0.44113746,0.5341475,0.55017406,0.53465307,1.2751949,0.24297082,-0.32537442,0.26721558,0.7763556,0.07682818,0.78506076,-0.22874339
SERINC5,-0.098705634,-0.16986527,0.031054681,-0.47781137,-0.03521361,0.089463085,-0.2641136,-0.060886353,-0.08809414,-0.38528147,-0.60072714,-0.12863547,-0.20257764,-0.55921286,-0.5653696
HIST1H3H,-0.17201541,-0.2983845,-0.2760069,0.024571564,-0.28320944,0.040326938,-0.27959007,-0.11994223,0.16709448,0.19877486,-0.11543004,-0.10647367,0.015602208,-0.09601789,0.17840417
ATP8A1,0.095709465,0.6882483,0.64130193,-0.16032554,0.2980797,0.34578973,0.34471238,0.6415591,-0.018046653,-0.24884453,0.12605761,0.27544373,0.061577197,0.47186732,-0.158858
CCND3,-0.031200202,-0.17003673,-0.1394042,-0.008189271,-0.0153436875,-0.13858156,-0.041087825,-0.14941324,-0.016980732,0.011071537,-0.031077756,-0.023783453,-0.04627495,-0.16176318,-0.018153667
AL109936.1,-0.5201145,-0.2078907,0.25446486,-0.31211233,-0.11907299,0.396347,-0.5242433,0.32300165,0.04817083,0.16712375,-0.42429385,-0.05038512,-0.43781114,-0.001375824,-0.26911816
FOXP1,0.07295942,0.66436565,0.71248126,-0.25620395,0.42671344,0.2920869,0.3581488,0.633234,-0.10986438,-0.33384195,0.06594322,0.3036465,-0.06744464,0.3558442,-0.3399004
ZBTB16,-0.5422836,-1.8508947,-0.25863573,-1.8025337,-0.27475804,0.05245787,-1.9435935,-1.3092227,-1.0931599,-1.2870295,-3.1610878,-1.3608373,-1.6743156,-3.1296968,-2.884232
