,00 vs 02,01 vs 08,02 vs 08,00 vs 18,01 vs 02,02 vs 04,00 vs 01,04 vs 08,04 vs 18,00 vs 08,08 vs 18,00 vs 04,01 vs 18,01 vs 04,02 vs 18
KCNMA1,-0.35876602,-1.2340512,-0.90846926,-1.6485838,-0.3153698,-0.37538058,-0.045594648,-0.50908434,-0.8924807,-1.2396314,-0.38643336,-0.7593169,-1.6175976,-0.7262876,-1.2859334
NCAPD2,0.076920405,0.30479646,0.2649406,0.4397815,0.070821606,0.0017863051,0.000279994,0.2526595,0.37882,0.29957682,0.12699094,0.08490646,0.47842252,0.10118748,0.39962593
SUSD2,0.20294808,0.3774481,0.36767545,0.47769618,-0.0033478087,0.34906578,0.21152265,0.020241829,-0.061703138,0.6033008,-0.0997902,0.5375903,0.25157928,0.31170052,0.25123978
SNHG19,0.076754205,0.15824562,0.15075636,0.27119064,-0.0102291135,0.17371581,0.08060602,-0.015787536,0.037031278,0.23890926,0.041574087,0.24152851,0.17366365,0.15688047,0.20241567
AP001160.4,-0.16657892,0.09723246,-0.004050758,0.12027899,0.09108223,-0.17855744,-0.26416185,0.19382706,0.45619565,-0.1895103,0.29868913,-0.35429627,0.3920225,-0.05720628,0.2759339
AC074212.1,0.47239757,1.0504689,0.48554647,1.0962607,0.5350124,0.21444416,-0.07450939,0.26286736,0.3235071,0.9018729,0.13824621,0.6534686,1.1442242,0.7687372,0.54617953
ANGPTL6,0.10535366,0.28399834,0.19630943,0.3829009,0.07943549,0.18959805,0.006670903,0.027325507,0.10326347,0.2887027,0.10592716,0.240259,0.35124302,0.24867356,0.25534347
AC024257.4,-0.16388729,0.38523573,0.3710956,0.7264219,-0.026091091,0.17775738,-0.14158836,0.2005186,0.6749907,0.19148752,0.50313276,-0.037059266,0.82811826,0.12998396,0.830368
NPNT,0.08123207,0.72997195,0.56608796,0.77794796,0.17596465,0.22832142,-0.09108934,0.31954512,0.43766522,0.62479573,0.13961257,0.31334293,0.87729055,0.40533724,0.66900533
DDIT4,-0.56910676,-0.7376654,-0.47975513,-0.86554873,-0.26361033,-0.25999793,-0.31236577,-0.19727953,-0.043339312,-1.0399654,0.17153248,-0.8487207,-0.5838949,-0.5462582,-0.30655965
FBXO33,-0.15338449,-0.11129901,-0.12315502,-0.39393973,0.016467284,-0.12761147,-0.16346519,-0.007019154,-0.13997631,-0.28572163,-0.114762686,-0.26735082,-0.21551548,-0.09751758,-0.24888493
AP003068.4,-0.09940408,-0.1637321,-0.20793049,-0.46824154,0.003302227,0.02704689,-0.11373389,-0.23362951,-0.43553305,-0.31591743,-0.17296372,-0.11105703,-0.40144372,0.017063145,-0.39972568
ELF3,0.5430845,0.15316623,-0.042448085,0.07396754,0.17221135,0.17506664,0.36319166,-0.21950173,-0.63451296,0.5025624,-0.42010146,0.6956351,-0.3000216,0.3477191,-0.46941942
MAGEA4,0.33189467,1.1269518,0.8136075,2.0282528,0.29831675,0.27686834,0.007519073,0.57545096,1.4261177,1.0810541,0.8942608,0.5620191,2.0047655,0.59151936,1.7066576
SMR3A,1.0091102,2.0102556,1.6432931,3.1206071,0.29885817,1.3294349,0.6904947,0.3522729,0.84658027,2.7035112,0.46876898,2.283533,2.3599265,1.5652251,2.1018698
IRF5,0.35001856,0.46871713,0.24291341,0.39929476,0.20226046,0.20278086,0.14207584,0.031016607,-0.16772775,0.58626074,-0.18933609,0.5359414,0.24987851,0.4157795,0.028049136
MT-RNR2,-0.111403,-0.5669618,-0.4554139,0.038508095,-0.13685322,-0.25225133,0.02173149,-0.14541604,0.3952504,-0.5770943,0.57571685,-0.38914248,-0.022966266,-0.41781715,0.16189219
HCAR1,-0.38386685,-0.34046566,-0.24331741,-0.45100352,-0.10443687,-0.25822362,-0.2773597,0.017414665,0.16785331,-0.6506218,0.17776527,-0.64114714,-0.1577872,-0.34135142,-0.056705993
AC131009.1,-0.12847978,0.41919258,0.3878617,0.825605,-0.024823636,0.32298583,-0.11772454,0.10395475,0.6166974,0.28058988,0.5433716,0.14042643,0.8713928,0.25569308,0.9019688
GNG13,0.010202147,0.20896196,0.13974677,0.60560113,0.06548412,0.044336807,-0.07647931,0.13165183,0.5515835,0.11767378,0.454079,-0.0006044676,0.64080197,0.086533315,0.580277
LINC00689,-0.42578226,-0.21057053,0.13069561,0.18949418,-0.3484563,0.1635738,-0.08968491,0.0025342167,0.48306885,-0.283018,0.47744775,-0.3259172,0.22617824,-0.25177237,0.60420626
EGLN3,-0.6054711,-0.06100026,0.0046531786,-0.2239511,-0.039614964,-0.2625893,-0.5588866,0.26511928,0.5798293,-0.6375678,0.37135276,-0.87719005,0.33412305,-0.31290305,0.3265534
LAMC3,-1.7057925,-1.9339608,-1.0063305,-2.6870368,-0.86057043,-0.8624451,-0.8197843,-0.1642807,-0.18114285,-2.7389476,0.00059861585,-2.6003897,-1.8613263,-1.7869399,-1.0328511
PPARGC1A,0.3322643,0.8658389,0.6727561,1.2473013,0.21128574,0.42523482,0.118763745,0.24841546,0.47107705,0.9834461,0.25713578,0.7300252,1.1119417,0.5943978,0.8729246
CALCB,-0.662354,-0.3402912,-0.0006828903,-0.21982348,-0.38696045,0.03291848,-0.27975926,-0.011729258,0.38997394,-0.6465086,0.40073293,-0.6900771,-0.00965871,-0.40434825,0.40013155
AC018558.2,-0.23775044,-0.5897287,-0.41408277,-0.697779,-0.21343218,-0.10243213,-0.040536232,-0.2894472,-0.3263903,-0.647576,-0.043530863,-0.3647047,-0.67414,-0.3069498,-0.40780506
AC011005.1,0.20099735,0.26865205,0.39330113,0.5573897,-0.17706512,0.5866487,0.3600718,-0.14249316,-0.14010009,0.67919767,-0.050803002,0.72229004,0.13574904,0.34624496,0.36086774
DDI2,-0.061993945,-0.018971033,-0.0839286,-0.21354821,0.06894939,-0.15237087,-0.12127959,0.05281648,-0.038061824,-0.16998883,-0.062292952,-0.19882415,-0.066187374,-0.061813,-0.16100426
AC020908.1,-0.23281643,0.41481113,0.33812892,0.564031,0.09808986,-0.20079555,-0.31791544,0.50926584,0.9118011,0.020438535,0.46155688,-0.461161,0.91009676,-0.08684154,0.7227199
SPNS3,0.4849559,0.51684463,0.39159033,0.75444865,0.09753521,0.54161525,0.36258894,-0.11907806,-0.24569646,0.8964135,-0.12395961,0.9238415,0.31730896,0.56410694,0.2130469
AC012360.2,0.06310074,0.27975145,0.22747263,0.26498467,0.053554017,0.005979,0.0155066075,0.20995532,0.17184804,0.27345404,-0.03751348,0.04219476,0.2544071,0.05853047,0.15907581
AC005410.1,0.8292859,1.2708856,0.8049774,1.7657045,0.39936957,0.7544654,0.39957038,0.06932519,0.18113992,1.6254478,0.13691935,1.5076385,1.2911185,1.128014,0.89500237
AC004908.2,-0.14806443,-0.37101987,-0.31032977,-0.46115133,-0.0990765,-0.08454498,-0.063126266,-0.20412484,-0.22248049,-0.46160597,-0.00093555736,-0.27646932,-0.42519462,-0.18311286,-0.31231853
KRT6A,0.016469764,-2.7190206,-2.44708,-4.2692327,-0.24462344,-0.8064492,0.20419724,-1.600879,-3.4229624,-2.4613178,-1.776599,-0.928085,-4.5151553,-1.0945065,-4.2426453
PIK3AP1,0.29263422,0.69349074,0.6500872,0.9257265,0.0123018455,0.4865191,0.28285798,0.12548307,0.115564905,0.900893,-0.0037751244,0.71968377,0.62933946,0.4736108,0.59272605
ESPNL,0.4236603,1.140707,0.7448278,1.4988084,0.33523065,0.41630045,0.076862924,0.32685798,0.626117,1.1467763,0.3289458,0.80547696,1.3939824,0.7749175,1.0283363
CDC25A,-0.10884582,0.44769308,0.44147876,0.282621,0.01689491,0.065744884,-0.10744083,0.35152134,0.3156832,0.34676167,-0.06068019,-0.010046478,0.4274672,0.1050058,0.38126948
RPSAP49,0.14691564,0.28221586,0.31436312,0.959895,-0.06519924,0.27182272,0.1870925,0.08700664,0.5809418,0.45145175,0.4942437,0.33918175,0.71772873,0.17031789,0.8125748
ATP13A4,-1.4491948,-2.836032,-2.172163,-3.7918901,-0.63454914,-1.303262,-0.8302989,-0.8221887,-1.06672,-3.640305,-0.17780899,-2.799721,-2.9957647,-1.9625076,-2.344176
SEPT12,0.032933988,0.2012096,0.21482792,0.77272546,-0.042445492,0.20371774,0.058972925,0.044012833,0.53621256,0.23025115,0.52574664,0.1592897,0.6580785,0.11542256,0.69595337
AC025162.2,-0.43269572,0.37188408,0.30974054,0.45469806,0.058622252,-0.12811309,-0.49675494,0.43932587,0.9860217,-0.1680451,0.5927814,-0.5606354,0.9709871,-0.024890427,0.8802137
ABCA1,0.30423784,0.36902565,0.09571699,0.14680295,0.2655678,0.095332175,0.037684605,-0.012527818,-0.302731,0.3620382,-0.22966737,0.36768374,0.11414966,0.36123407,-0.204626
AC012485.3,-0.8847636,-0.5275742,-0.29449308,-1.1616489,-0.21407713,-0.41207418,-0.65358055,0.08753696,0.044111658,-1.2292567,0.02366317,-1.2988219,-0.4791393,-0.62015265,-0.31803185
TRPV6,-0.06342119,0.0049261465,0.048106633,0.10136252,-0.04641817,0.0075198114,-0.012655469,0.046146903,0.16300772,-0.007504775,0.11548286,-0.048069756,0.12069555,-0.038953446,0.17027314
PSME4,-0.35815868,-0.4144892,-0.30467367,-0.65147656,-0.10565984,-0.24488264,-0.24676834,-0.05805,-0.06979604,-0.66406304,0.007462216,-0.5976427,-0.39754665,-0.34784114,-0.30385372
CCNF,0.20656289,0.3167885,0.23888755,0.376155,0.10801632,0.04236059,0.09228457,0.18613145,0.15132698,0.4157074,-0.04266141,0.2563353,0.31767046,0.174278,0.20235333
RAB27B,0.36267653,1.163798,0.88032746,1.4903017,0.26471576,0.37919864,0.109408155,0.47431925,0.7227575,1.2129223,0.25583395,0.7697722,1.419853,0.6832617,1.1355284
CAPRIN2,-0.09249763,-0.20001571,-0.17472753,-0.4287396,-0.004723641,-0.16050778,-0.09076879,-0.023305817,-0.1778636,-0.29453292,-0.14179364,-0.2561043,-0.31320196,-0.1483601,-0.32019448
FASN,-0.038641717,-0.30168808,-0.23605806,-0.40943524,-0.07526734,-0.06702291,0.034180835,-0.16200612,-0.29569325,-0.26080647,-0.14020625,-0.117096364,-0.45413032,-0.14925112,-0.37403783
OLR1,-0.23817088,1.3166751,1.2014296,1.4887276,0.104779676,0.40089625,-0.33633813,0.7565541,1.2925962,0.92602664,0.539898,0.18396994,1.8593551,0.5524175,1.7140058
CXCR4,0.7206918,2.0869417,1.588688,2.9419396,0.4793773,0.899815,0.22180477,0.6979437,1.3352559,2.2731636,0.66393805,1.5935822,2.7035923,1.380025,2.216435
RN7SL674P,-0.5237652,-0.061690837,-0.22058962,-0.28508544,0.15021604,-0.6021257,-0.65251946,0.36612076,0.71630573,-0.81357896,0.45122418,-1.1074097,0.4118311,-0.38910174,0.17223738
MT-ATP6,-0.055996496,-0.3108655,-0.27666876,0.1027864,-0.05483261,-0.17145555,-0.0028263172,-0.06625361,0.31964877,-0.34151495,0.41438267,-0.24421318,0.080155894,-0.24129255,0.1629678
AP001972.5,-0.16113994,-0.4839269,-0.37926564,-0.7071341,-0.115723245,-0.16916025,-0.042247158,-0.20121558,-0.37827528,-0.52161986,-0.17705195,-0.33333552,-0.6678382,-0.28927457,-0.5491064
NEURL1,-0.17164102,-0.7634448,-0.55544066,-1.0579284,-0.21316294,-0.115900315,0.04648752,-0.41603184,-0.75805974,-0.66819334,-0.34740508,-0.30894107,-1.1332461,-0.38103902,-0.9216241
LAMP3,0.015511218,0.6965533,0.6551879,0.9864878,0.039425578,0.36654615,-0.016384963,0.2909508,0.59303844,0.68974334,0.30391228,0.37944174,0.983471,0.37037343,0.9286208
KIF20B,0.06423049,0.3282271,0.26119933,0.33945382,0.101873785,-0.021656016,-0.03881528,0.26689035,0.3056125,0.28508347,0.04323547,0.055256568,0.42699483,0.113301806,0.3037595
NES,-0.380352,0.05939405,0.13191707,0.06061818,-0.053666424,-0.087133266,-0.32284573,0.22797568,0.50052893,-0.25097024,0.29492536,-0.48807243,0.3690233,-0.16802317,0.38303024
RGS2,-1.6807082,-1.2930797,-0.5830804,-1.5816547,-0.69446236,-0.50878257,-0.97746736,-0.038969837,0.575516,-2.2294278,0.63926184,-2.2010286,-0.65208006,-1.2690272,0.057837
ADD3,-0.2526479,0.32940647,0.35864723,0.36101085,-0.006749802,0.04481814,-0.23754519,0.3018605,0.55349684,0.08249778,0.270057,-0.1853998,0.6305967,0.0480433,0.6208014
ANXA1,-0.082068436,-1.58371,-1.5263855,-2.2587426,-0.06458059,-0.46510968,-0.07104176,-1.0143398,-1.7198061,-1.6499201,-0.6301671,-0.66472644,-2.2879999,-0.58348995,-2.1885295
CAMK2B,0.20048225,0.34293854,0.27650702,0.45539647,0.09974422,0.1487319,0.09736524,0.13587159,0.11562179,0.4739312,-0.0130748395,0.32248107,0.34928098,0.21485068,0.22187155
NFIB,-0.13792318,0.12769015,0.080499575,-0.09481102,0.059424598,-0.08661231,-0.18781994,0.14364292,0.09058136,-0.080507345,-0.031037124,-0.20462288,0.120210215,-0.006403218,0.028926639
TRIM63,-0.10358733,-0.84275144,-0.6806996,-1.0359713,-0.2086166,-0.225675,0.12283602,-0.42662403,-0.7427123,-0.7191523,-0.30612415,-0.39030746,-1.2147765,-0.5022017,-1.0455389
CITED2,-0.018073658,0.2665639,0.21145703,0.27417928,0.0413966,0.14366698,-0.062389825,0.06466875,0.13707557,0.19260347,0.079449564,0.12575197,0.32346156,0.18471402,0.2848475
GAB2,0.05656211,0.08739785,0.115263194,-0.1440564,-0.020758355,0.13289648,0.08756133,-0.03167279,-0.32707,0.19560805,-0.31321946,0.19668122,-0.2155367,0.10145648,-0.21122754
BACH2,-0.7731326,-0.33067104,-0.39608636,-0.8416581,0.0405866,-0.55326736,-0.792648,0.1534506,0.34311453,-1.1945673,0.28972194,-1.3243736,-0.053111315,-0.4936851,-0.18034616
AC019294.3,0.18485028,0.65176547,0.57409966,1.4580405,0.033059184,0.47652197,0.121617064,0.14304443,0.8272263,0.75920683,0.6956673,0.5816005,1.2558653,0.4635835,1.2452109
PPP1R1A,0.06915596,0.28840104,0.3856037,0.3944091,-0.058922492,0.32060614,0.12312397,0.070545346,0.031105902,0.46088895,-0.0428628,0.34358585,0.2531262,0.1941451,0.29234195
SLC7A11,0.32209286,1.1718506,0.85897696,1.4326164,0.3180959,0.31042242,-0.0048122164,0.5185721,0.7941086,1.1144264,0.2892026,0.6533207,1.4797767,0.69091946,1.1525288
GALNT6,0.14165455,0.26369554,0.12360015,0.14069015,0.13848837,0.05794253,0.008636384,0.056705493,-0.08443069,0.2625969,-0.12649146,0.20181675,0.13661775,0.19844101,-0.028400125
TSC22D1,-0.10113648,-0.08787882,-0.05882486,-0.18375844,-0.032981407,0.0028018642,-0.071606725,-0.061878003,-0.09375308,-0.16694508,-0.020928297,-0.10720953,-0.118379004,-0.0345925,-0.08338646
AC020917.4,0.30310607,1.4486432,0.78497064,1.7440199,0.64192337,-0.07345644,-0.32885712,0.8404099,1.3991625,0.99240637,0.6555844,0.24430567,2.1237762,0.66222507,1.3804654
CST9,0.24771394,0.87114716,0.74902546,1.3631908,0.11357432,0.4996194,0.13045424,0.26833817,0.64672387,1.0154914,0.38510835,0.7427126,1.2221923,0.5906599,1.1126852
FLNA,0.20948133,0.34675983,0.21265574,0.27322787,0.13263252,0.13682474,0.07072518,0.06287189,-0.08201338,0.41063437,-0.14722396,0.33508456,0.19597588,0.27358276,0.048846617
TGM5,-1.0481693,-2.8849869,-2.1453028,-3.4775164,-0.6939762,-0.9685538,-0.39229098,-1.0671561,-1.4019908,-3.1710446,-0.2828445,-2.1466227,-3.1750724,-1.782033,-2.439633
CNN3,-0.100588,0.16934747,0.12611341,0.032869373,0.043119553,0.054204237,-0.14853348,0.065169424,0.061175317,0.013384915,0.0064821136,-0.05095195,0.17121139,0.09817266,0.12120148
MFSD7,0.132506,-0.20628549,-0.16450529,-0.3560658,-0.032732625,0.046734523,0.15599376,-0.20435911,-0.5024934,-0.016801193,-0.31228253,0.15884486,-0.5210692,-0.0033731568,-0.48306513
C10orf10,0.58338153,0.1812756,0.21711352,0.6082811,-0.06814482,0.51475716,0.6503664,-0.31707427,-0.54455507,0.7678424,-0.21689346,0.97116053,-0.13312492,0.3275086,-0.082058676
NBL1,0.13737454,0.3423057,0.3054023,0.5218263,0.035433296,0.1978704,0.10193036,0.111038804,0.19945718,0.45487982,0.07730816,0.33163553,0.41407973,0.22191994,0.37691557
FAM107B,-0.0901058,0.17628035,0.14111789,0.07210902,0.029530518,0.038342755,-0.11421328,0.096790835,0.09672302,0.0513716,0.012996303,-0.05332792,0.18451138,0.06414738,0.132856
TMEM229B,0.4365004,1.1214759,0.8650317,1.4896858,0.22667038,0.5045883,0.22282751,0.35064036,0.5365717,1.3189263,0.1801022,0.9549152,1.2752295,0.7338352,1.0298574
ATP6V1B1,0.0066139116,0.021839073,-0.098122224,0.057883196,0.12651815,-0.19045155,-0.119123586,0.094991155,0.20059882,-0.13651153,0.15808938,-0.19780596,0.18585224,-0.05266634,0.027213816
HSPB1,0.17134342,0.13677259,0.12449074,0.26161984,-0.0036114946,0.17914227,0.1671066,-0.046219274,-0.06467203,0.30960152,-0.03469051,0.33465654,0.0791509,0.16685179,0.096408926
FIBCD1,-0.13546887,-0.45251778,-0.31897864,-0.6610396,-0.15085647,-0.09563265,-0.000338299,-0.2177869,-0.40026265,-0.4592907,-0.19891992,-0.2476602,-0.6663876,-0.23034503,-0.47871587
AHSG,0.054060053,0.019141495,0.094261356,0.2051794,-0.08267808,0.28481886,0.10733352,-0.16002299,-0.09958829,0.14117548,0.07913476,0.24885933,0.037883017,0.14242317,0.12906237
MYC,0.10889737,0.17730679,0.13192658,0.17800163,0.037948586,0.12368233,0.073168375,0.0060778395,-0.055880226,0.25428534,-0.06621358,0.22941917,0.10219296,0.15438242,0.052260827
IFITM3,0.13850394,0.41641068,0.53203756,0.6535572,-0.13252628,0.69943786,0.258671,-0.13804178,-0.13643934,0.73126143,-0.015379817,0.7753129,0.32212982,0.46337646,0.48054242
SLC17A7,0.019850623,0.9738595,0.83410275,1.4819475,0.14061376,0.3711375,-0.11782908,0.4781713,1.0784587,0.84552985,0.6355202,0.39184108,1.5940504,0.4935975,1.4382377
AL136038.5,-0.21634799,-0.29018986,-0.20099446,-0.017224232,-0.10610304,-0.109657265,-0.12220924,-0.04928416,0.3180583,-0.42168358,0.39898077,-0.36658412,0.07734141,-0.23531716,0.1965357
AC024267.6,0.19775575,1.6880718,1.4803703,1.5632058,0.1992471,0.8644874,0.0035702027,0.5862385,0.5089923,1.7224324,-0.108535685,1.0579119,1.5654521,1.0496665,1.3107722
SAT1,0.11658562,0.08862758,0.031417016,0.16860227,0.049757443,0.0942292,0.056764025,-0.053127535,-0.03641605,0.13543284,0.025614578,0.192734,0.09784886,0.13660981,0.06470843
HSP90AA1,0.060251597,0.14613153,0.10469317,0.17179419,0.03450036,0.0656795,0.023673993,0.03848965,0.0464394,0.16547394,0.0069376305,0.12171575,0.1469353,0.10375725,0.10676282
SAP30L-AS1,-0.24864939,0.064110875,0.027642084,0.5532112,-0.018098531,0.0044907355,-0.2522891,0.08398871,0.77670944,-0.22504213,0.7430621,-0.31802228,0.72679734,-0.046505272,0.75062937
TSPYL4,-0.25302604,-0.19315997,-0.13879493,-0.3459576,-0.06813798,-0.10788424,-0.17580484,-0.031775374,-0.02159951,-0.39309713,0.033026922,-0.36039847,-0.17154789,-0.1794375,-0.11221155
AL732292.2,-0.025645588,-0.2643445,-0.43956342,-0.6263935,0.14953116,-0.26286745,-0.17954531,-0.15639503,-0.38912812,-0.46200705,-0.17804782,-0.33052954,-0.47182584,-0.11448348,-0.6747059
BUB1B,0.11465976,0.26362967,0.24463171,0.34550038,0.05675546,-0.0076597733,0.050489467,0.24183743,0.27275014,0.31948778,0.018960487,0.11354159,0.3417576,0.08138654,0.2814049
CDNF,0.26199996,0.50279266,0.35305876,0.44893295,0.12381247,0.33449104,0.13123013,0.017795434,-0.13699399,0.6315211,-0.16034131,0.5771338,0.30216005,0.45335484,0.17190602
AL138724.1,-0.1693202,0.31651792,0.43348688,0.29174784,-0.09561006,0.22016264,-0.07572768,0.20197387,0.26448196,0.27058402,0.04011419,0.047376134,0.3707661,0.11109096,0.46177563
RPL12P25,-0.006333727,0.31572542,0.15821587,0.20497984,0.15579894,0.021716425,-0.15965892,0.13037227,0.13484201,0.121704176,0.05952968,-0.013139968,0.3607297,0.1705108,0.15154652
PPFIA4,-0.12951739,0.29194567,0.3800723,0.17480554,-0.023693629,-0.020522146,-0.09319114,0.3720572,0.29622224,0.20164946,-0.057448536,-0.18191417,0.3067791,-0.06950718,0.25183776
CDH3,0.032696605,0.13117526,-0.00016353263,-0.12953338,0.1284203,0.058122315,-0.116551965,-0.06892082,-0.24508744,-0.004689924,-0.14987801,0.0537422,-0.041295182,0.18697314,-0.18056478
JAK1,-0.16587302,-0.05797268,-0.05206737,-0.24149641,0.0030853658,-0.07315412,-0.16741872,0.0156634,-0.031198086,-0.22792664,-0.0290595,-0.24334307,-0.078083724,-0.07693552,-0.10054998
HECTD3,0.13892238,0.100702114,-0.011075106,-0.09656626,0.114977,0.014830331,0.024598582,-0.038218305,-0.27438623,0.11692152,-0.22165488,0.14768209,-0.1173847,0.13106784,-0.25680348
LINC01962,0.16149272,0.6925881,0.34669435,0.90702754,0.29580098,0.1937606,-0.15272582,0.18315814,0.516821,0.4921868,0.39194208,0.30879584,1.016801,0.49364433,0.6947204
PRLR,-0.039871544,0.020394584,0.024381008,0.009961966,-0.008355798,-0.0017135197,-0.02829515,0.025677009,0.044173293,-0.0133735,0.023630768,-0.039670207,0.04199395,-0.008688097,0.042714454
AC021086.1,0.09613772,-0.17530677,-0.09111357,0.17999905,-0.06185509,-0.32810345,0.1757632,0.21113518,0.33305964,-0.059904095,0.14204113,-0.3314194,-0.008980309,-0.4357861,-0.06452645
EPB41L4A-AS2,0.0630598,-0.05544734,-0.18884897,-0.32968116,0.11559189,-0.15961781,-0.04542387,-0.035081297,-0.28920507,-0.13653404,-0.21635015,-0.13793558,-0.29216695,-0.04869559,-0.4781871
MT-ND3,-0.108472206,-0.4812382,-0.45028654,-0.01975671,-0.044598818,-0.335399,-0.060974628,-0.07464856,0.3865559,-0.58863926,0.511471,-0.45689365,0.018199183,-0.39483225,0.08663261
ORM1,-0.052105058,-2.037604,-1.6132853,-2.5148094,-0.39114392,-0.45624796,0.28171232,-1.096955,-1.9247814,-1.71021,-0.79868203,-0.6751024,-2.863987,-0.93422014,-2.4244113
GRIK3,0.070301324,0.34365293,0.2872191,0.35953146,0.071321346,0.17985126,0.002669236,0.10921354,0.102891356,0.37641063,-0.0045783976,0.2472927,0.34436798,0.22172187,0.2501331
DOK7,0.38662377,0.96519345,0.76777565,1.150964,0.20934634,0.51961064,0.17103662,0.24041377,0.24847092,1.1650248,0.004528264,0.8871999,0.9546417,0.6945132,0.7198293
TAT,-0.5086784,-1.2108622,-0.72869366,-1.3422918,-0.48323753,-0.35057116,-0.01287542,-0.33683765,-0.41452494,-1.1702999,-0.10840318,-0.8482954,-1.3125209,-0.8545627,-0.78936756
PLPP3,-0.31205,-0.22831355,-0.13506848,-0.43566665,-0.09518863,-0.098228924,-0.21180391,-0.037714962,-0.049066097,-0.44975206,0.011664235,-0.41287684,-0.21712275,-0.19756196,-0.13577533
JAG1,-0.8680291,-1.1360403,-0.7979481,-1.4624971,-0.3444924,-0.5577399,-0.523044,-0.21760225,-0.09244573,-1.6922773,0.18114793,-1.4646953,-0.96720594,-0.92668146,-0.62024254
CPD,-0.21566114,-0.5028967,-0.39305732,-0.77491355,-0.10570878,-0.21677163,-0.10638483,-0.17513146,-0.35688445,-0.60771304,-0.16902712,-0.43773594,-0.66531795,-0.3283165,-0.5687035
AC010834.2,0.9770239,1.3693564,1.1671256,2.5730178,0.16378789,0.67756915,0.83353543,0.4529459,0.8729379,2.1020591,0.4039215,1.5585611,1.7090813,0.7820342,1.4675739
AC113410.3,-0.003931861,0.7123559,0.51491517,1.1130517,0.20840386,0.124583274,-0.2228481,0.40484136,0.95546836,0.44395044,0.62076616,0.09090006,1.3298529,0.32823786,1.0982312
SP6,-0.76646775,-1.546569,-1.1578457,-2.2084572,-0.35748544,-0.64072347,-0.41728556,-0.49877152,-0.81136906,-1.9268521,-0.2857973,-1.4375391,-1.8158379,-1.0296185,-1.454622
MARVELD3,-0.17725852,-0.109479845,-0.07092164,-0.2082975,-0.048446376,-0.11687957,-0.11859689,0.04546104,0.07313994,-0.23836806,0.030761603,-0.27938372,-0.0762023,-0.15284854,-0.037635095
AL357552.2,-0.20615205,0.1351563,-0.08840192,0.25207555,0.16897681,-0.38325405,-0.3435123,0.2914359,0.6814063,-0.33449903,0.48613995,-0.60986316,0.58546937,-0.20366882,0.32218593
MFHAS1,-0.39671725,-0.14530915,-0.03844043,-0.44055063,-0.09392242,-0.1837385,-0.28789094,0.12899305,0.10270332,-0.4394509,-0.017216912,-0.5655447,-0.13078399,-0.27199477,-0.068447046
VSIR,0.7789064,0.8420779,0.45810264,0.83009356,0.3496083,0.46657133,0.4240599,-0.014180307,-0.41570616,1.2425019,-0.39121535,1.2037879,0.3972724,0.81016386,0.008538857
AC068946.1,-0.6701283,-1.0679151,-0.80322254,-1.1062022,-0.2890361,-0.5637331,-0.37653607,-0.21779546,0.051195268,-1.5203623,0.34563863,-1.2877985,-0.7610145,-0.8780703,-0.48429707
AC021016.2,0.045747932,0.5595174,0.5779901,0.9552201,-0.036903813,0.40376368,0.07070244,0.17905581,0.50120616,0.6129549,0.32467645,0.37824082,0.82870233,0.3153314,0.85063857
AC087500.1,-0.16301493,-0.058416966,0.03404688,0.010353383,-0.10339829,0.005209608,-0.057988495,0.04687305,0.17962337,-0.1134573,0.1353313,-0.17656952,0.066282205,-0.10941261,0.1659965
AC005224.3,-0.16692437,-0.010493229,0.22083306,-0.30950207,-0.19829245,-0.014397045,0.09031293,0.14231041,-0.26292005,0.019639052,-0.38521886,-0.22683342,-0.37798965,-0.28757733,-0.32759643
ZSCAN16-AS1,0.07686936,0.16517274,0.1891688,0.3372203,-0.031689804,0.1977111,0.10489446,0.0029171077,0.08813773,0.2812188,0.07730365,0.26833615,0.22298318,0.15136474,0.27212113
SCN1B,0.29461598,0.65324354,0.36237016,0.47557685,0.28964522,0.20150502,-0.0087224655,0.15369919,-0.04401027,0.6443856,-0.18118769,0.4560764,0.45988467,0.4884358,0.12070675
AL132780.5,-0.041866165,-0.4873538,-0.5286617,-0.73168856,0.051278546,-0.3661835,-0.089710444,-0.16082767,-0.38998216,-0.6096838,-0.16785991,-0.46254337,-0.65745956,-0.3391596,-0.7720644
SIX1,0.36505544,0.7433362,0.4879497,0.593698,0.2536597,0.257312,0.113859996,0.20097251,-0.03911559,0.8392098,-0.24088462,0.63697064,0.5087949,0.54193467,0.22337581
AL451060.1,0.7383275,2.3822012,1.8395582,3.288491,0.4571085,1.2178209,0.26746747,0.64700115,1.3489504,2.6190085,0.704757,1.9382887,2.9661536,1.6628393,2.5192409
AL121761.2,0.36483124,0.08160896,-0.06645849,-0.007390032,0.11845218,0.17516127,0.22703974,-0.23322612,-0.55507386,0.28413394,-0.29847887,0.45984071,-0.28175882,0.26479244,-0.4215752
FAM3B,1.0142329,1.730381,1.1233184,2.5834157,0.61185026,0.56511927,0.36262533,0.58323234,1.0430462,2.057317,0.49303466,1.5202229,2.2150757,1.203836,1.5899059
NUSAP1,0.055050317,0.14981918,0.13107637,0.1712552,0.049432244,-0.047115568,-0.001312214,0.17183277,0.18588005,0.15148973,0.010686316,0.009081601,0.20751876,0.02757107,0.15266673
