,gene,00 vs 01_lfc_mean,00 vs 02_lfc_mean,00 vs 04_lfc_mean,00 vs 08_lfc_mean,00 vs 18_lfc_mean,01 vs 02_lfc_mean,01 vs 04_lfc_mean,01 vs 08_lfc_mean,01 vs 18_lfc_mean,02 vs 04_lfc_mean,02 vs 08_lfc_mean,02 vs 18_lfc_mean,04 vs 08_lfc_mean,04 vs 18_lfc_mean,08 vs 18_lfc_mean,00 vs 01_lfc_median,00 vs 02_lfc_median,00 vs 04_lfc_median,00 vs 08_lfc_median,00 vs 18_lfc_median,01 vs 02_lfc_median,01 vs 04_lfc_median,01 vs 08_lfc_median,01 vs 18_lfc_median,02 vs 04_lfc_median,02 vs 08_lfc_median,02 vs 18_lfc_median,04 vs 08_lfc_median,04 vs 18_lfc_median,08 vs 18_lfc_median,00 vs 01_lfc_std,00 vs 02_lfc_std,00 vs 04_lfc_std,00 vs 08_lfc_std,00 vs 18_lfc_std,01 vs 02_lfc_std,01 vs 04_lfc_std,01 vs 08_lfc_std,01 vs 18_lfc_std,02 vs 04_lfc_std,02 vs 08_lfc_std,02 vs 18_lfc_std,04 vs 08_lfc_std,04 vs 18_lfc_std,08 vs 18_lfc_std
AC100835.2,,-0.19693463,-0.37128294,-0.32766655,-0.06516783,0.18136773,-0.17667378,-0.11153401,0.08653441,0.3807383,0.049565922,0.2861721,0.5250657,0.27776596,0.5012314,0.24449694,-0.15766716,-0.39299202,-0.33298588,-0.06714153,0.16220284,-0.2139616,-0.1384964,0.07607746,0.34977627,0.0733881,0.33029175,0.5709629,0.26082802,0.4879856,0.25253677,1.3919033,1.2990328,1.4254601,1.345756,1.3646176,1.397272,1.4938251,1.4098424,1.4530159,1.4139814,1.3456061,1.3748794,1.4566617,1.4758154,1.4446408
AL355987.4,,-0.058781628,-0.3053892,-0.05166299,0.1636529,0.21173833,-0.27797204,0.0018215834,0.2114693,0.2434376,0.25894627,0.4879227,0.5354675,0.21636488,0.28148368,0.053302504,-0.08050203,-0.3175621,-0.06337404,0.16638565,0.19696236,-0.28091955,-0.00392437,0.21397686,0.24884462,0.27372408,0.482368,0.5205021,0.2042265,0.28926563,0.057616234,0.9129465,0.83834505,0.8999746,0.88712126,0.9193438,0.8884841,0.91670084,0.9256003,0.9751513,0.8723405,0.88034075,0.88735557,0.9399109,0.9593551,0.9438365
AC017104.1,,0.24683286,0.15042523,0.6296005,0.99787736,1.5332136,-0.11290361,0.3911405,0.799695,1.2355927,0.47909108,0.8738634,1.3399025,0.40336403,0.8629735,0.50048643,0.21483326,0.14514351,0.5698824,0.94828606,1.5488319,-0.09770584,0.37584305,0.7838516,1.270401,0.45611954,0.84364986,1.3312044,0.38253212,0.8780985,0.54185486,1.4862875,1.3408948,1.5195878,1.5751436,1.630829,1.4666072,1.6219335,1.6423333,1.7519621,1.4961133,1.6118023,1.6491861,1.7042015,1.7538301,1.8240299
TMEM56,,-0.28084347,-0.32842427,-0.46466425,-0.43726757,-0.4849026,-0.06165177,-0.2109208,-0.1867986,-0.23316194,-0.1489232,-0.12249467,-0.15220295,0.02281063,-0.02278306,-0.0448912,-0.26596832,-0.3265829,-0.48464632,-0.46659136,-0.48368073,-0.060417652,-0.2388053,-0.21116781,-0.23035908,-0.17742538,-0.1745882,-0.16150999,0.01330328,-0.0011754036,-0.025193214,0.8082136,0.7593999,0.796033,0.81034935,0.7924403,0.7770326,0.822807,0.81946373,0.8238853,0.7627508,0.78416735,0.75503063,0.7920103,0.7984035,0.79268485
CHD8,,-0.169066,-0.10407123,-0.09824139,-0.100623906,-0.16332541,0.061175123,0.053122412,0.044499464,0.0074581243,0.0033002843,0.004568856,-0.047040228,-0.0059005492,-0.05167774,-0.047024,-0.17029095,-0.10363531,-0.09061384,-0.097929955,-0.15891552,0.069083214,0.06681156,0.05512905,0.023374557,0.014404774,0.006702423,-0.046848297,-0.004507065,-0.060890675,-0.045541763,0.53276634,0.49961594,0.5154604,0.54379755,0.50213647,0.5013133,0.5290363,0.5283718,0.5190267,0.48868695,0.5015539,0.48014206,0.5133154,0.495372,0.51203704
AC106707.1,,-0.13937604,-0.09793845,0.015206225,0.17271015,0.2283867,0.04178448,0.14524344,0.29208684,0.35194418,0.09542953,0.22682847,0.29289955,0.15351994,0.2006608,0.048006985,-0.17383051,-0.13332844,-0.048605442,0.12277889,0.20236158,0.06377125,0.10742998,0.30259657,0.34945297,0.06544638,0.19895124,0.27838898,0.16805172,0.21854067,0.06554413,0.77961206,0.7159743,0.81996876,0.8015642,0.7936038,0.72757226,0.83308053,0.81315935,0.8268211,0.78485304,0.77561575,0.74452543,0.85614896,0.85188556,0.84258956
S100A10,,0.16786318,0.12632957,0.24452657,0.18500805,0.120122425,-0.04221015,0.09790825,0.037020195,-0.03521731,0.12758246,0.068626806,0.0024020325,-0.06349446,-0.11683517,-0.06141388,0.18914318,0.13568258,0.25042248,0.20468187,0.1301055,-0.05376005,0.103536606,0.039170265,-0.041541576,0.1297307,0.08669138,0.0014004707,-0.053655624,-0.12116957,-0.064899445,0.49451652,0.47342595,0.50983965,0.49839154,0.5117058,0.4818808,0.5208985,0.49965134,0.51778066,0.5017525,0.48296964,0.49383515,0.5034357,0.51952887,0.50052243
LINC01139,,0.15739621,0.23998845,0.37940878,0.34804547,0.48621842,0.086548835,0.22497363,0.20448902,0.3259582,0.14218318,0.11405941,0.24847132,-0.022418765,0.10510376,0.15571673,0.17475128,0.23684311,0.39920568,0.3653674,0.4969263,0.05703497,0.21945572,0.20632553,0.3165593,0.16325903,0.13141537,0.26854706,-0.033697605,0.09327507,0.13514137,0.6925594,0.62764037,0.7089343,0.7206892,0.6956223,0.6808537,0.71495837,0.75180423,0.72377783,0.68568826,0.69460243,0.688226,0.7659444,0.75344956,0.7822039
AC005776.1,,0.14533007,-0.44088647,-0.37510344,-0.48689634,-0.47905838,-0.6225514,-0.5100793,-0.5932346,-0.6691855,0.05676801,-0.008792696,-0.08796722,-0.089380786,-0.14211434,-0.019551538,0.08246136,-0.43926048,-0.42810154,-0.5344057,-0.48542213,-0.5979624,-0.5212803,-0.63383293,-0.6470947,0.026179314,-0.05739689,-0.117733955,-0.14893341,-0.13063908,-0.033369064,1.7092984,1.558295,1.7922332,1.8398935,1.7404912,1.6773967,1.896674,1.835904,1.8540596,1.7753983,1.8255272,1.7526646,2.0111554,1.9101192,1.9627726
LRRC58,,-0.20658909,-0.12063201,-0.25204563,-0.07971587,0.048255935,0.08603842,-0.08691108,0.11279059,0.24681836,-0.14808266,0.026949456,0.18951699,0.18514289,0.31081083,0.12497228,-0.21046829,-0.13133526,-0.26398754,-0.09218836,0.057259083,0.0921011,-0.0866704,0.123681545,0.25930405,-0.1663208,0.029696465,0.20175648,0.18419313,0.31412077,0.128376,0.68724436,0.66768575,0.6695618,0.7065406,0.73115075,0.68450946,0.6968975,0.7170517,0.7439015,0.6634676,0.69243014,0.7202425,0.70194227,0.7253071,0.75065476
PCF11-AS1,,-0.31126863,-0.34917897,-0.62512493,-0.52908814,-0.14538327,-0.015224922,-0.32579467,-0.2258541,0.14464019,-0.29002386,-0.1853124,0.19408521,0.12049743,0.46910787,0.3717965,-0.33912516,-0.3660326,-0.65067244,-0.54636526,-0.17498446,-0.015075207,-0.35336876,-0.21963024,0.15726662,-0.32661343,-0.20628929,0.21925545,0.122645855,0.47636652,0.37177086,1.0445551,0.9455177,1.0108299,0.9955488,1.0537105,0.9569209,1.0088873,0.9873398,1.0447252,0.95262647,0.9236676,0.9911361,0.9753528,1.0467734,1.0410789
AP005432.2,,-0.28791016,-0.72105485,-0.9253126,-0.9422501,-0.1467158,-0.4289933,-0.6178623,-0.63083106,0.117770664,-0.19308269,-0.17106126,0.5569795,0.031191636,0.7694734,0.7819684,-0.29064274,-0.7244978,-0.9245024,-0.9562874,-0.16239929,-0.46264744,-0.65301514,-0.66827965,0.08986187,-0.17824078,-0.179389,0.57255745,-0.005346298,0.7513466,0.77193356,1.3999195,1.2771837,1.4117748,1.384008,1.339795,1.3673477,1.4637454,1.4262459,1.406345,1.3765372,1.3603168,1.2905977,1.4381324,1.4162097,1.3988326
RPL12P50,,0.2983617,-0.09678488,0.30256167,0.27736416,1.2294862,-0.38376302,0.07428537,0.012547821,0.9508285,0.43404105,0.4698976,1.3226267,0.02620455,0.9718645,0.96549356,0.34219074,-0.054556847,0.28757477,0.22599602,1.1937046,-0.40418148,0.09691334,-0.041116714,0.9372349,0.48288155,0.46899605,1.3292704,-0.0141534805,0.94086266,0.92618275,2.4542527,2.3772025,2.4225283,2.6025486,2.5712922,2.543271,2.5784879,2.7295506,2.6799319,2.507548,2.6882002,2.5769832,2.671418,2.6014237,2.733944
FBXO21,,-0.25084653,-0.18584569,-0.29824638,-0.20548542,-0.18695997,0.065336004,-0.08168588,0.018074717,0.050955065,-0.12752461,-0.03243793,0.0059357383,0.09657489,0.11800332,0.02665462,-0.26263094,-0.20438337,-0.32853222,-0.23096228,-0.20752668,0.08502436,-0.08281326,0.010183811,0.05814171,-0.14205074,-0.064082146,-0.0003170967,0.09231377,0.13778543,0.038488388,0.77332044,0.7401353,0.7431899,0.75291044,0.766703,0.7340457,0.7586583,0.74248976,0.7668116,0.7173539,0.70728076,0.7209193,0.70200545,0.72665215,0.7136886
MDM2,,-0.15652375,-0.05169629,-0.15624888,-0.081909396,-0.03815236,0.110377036,-0.025286274,0.061131097,0.11026326,-0.12184279,-0.05180097,0.011256828,0.080559164,0.11380813,0.037392415,-0.16385841,-0.06728411,-0.17359734,-0.1023078,-0.02914238,0.116378784,-0.03204584,0.07306194,0.11800003,-0.13912344,-0.062164783,0.00972271,0.0852828,0.12020683,0.0395298,0.582907,0.5607815,0.5542273,0.5721262,0.5991619,0.55477726,0.55593556,0.56721413,0.5898724,0.534485,0.5419899,0.5665054,0.53953487,0.5565098,0.5680327
AC021097.1,,-0.0014449621,0.07767428,-0.015594021,-0.0018678333,0.13553414,0.09261348,-0.016339643,-0.014069192,0.12447024,-0.10905553,-0.0851337,0.0413127,0.02416271,0.1357385,0.123458326,-0.018315792,0.07122278,-0.030024529,-0.027040958,0.1155529,0.110854626,-0.03099823,-0.018544674,0.120628834,-0.12940311,-0.10017586,0.03631401,0.02437973,0.1429367,0.124097824,0.7431062,0.66990346,0.69009966,0.6981039,0.72994894,0.6860607,0.7112435,0.7112841,0.7388239,0.6636747,0.65423644,0.6994393,0.6676652,0.70827204,0.7316009
ATXN1L,,-0.12380741,-0.071183234,-0.19626126,-0.16063832,-0.17955624,0.06370441,-0.0855692,-0.060590826,-0.052985158,-0.14041802,-0.108935304,-0.1122458,0.04041359,0.018507462,-0.016654225,-0.13392448,-0.08196354,-0.18671465,-0.16774988,-0.17996645,0.07791853,-0.08131981,-0.053390026,-0.03341818,-0.15084648,-0.11574125,-0.10403633,0.026714802,0.03513813,0.0026783943,0.69752187,0.63874274,0.6798005,0.6566137,0.7069359,0.64544755,0.6862002,0.6601583,0.70072055,0.64084816,0.6098235,0.65230095,0.63931537,0.67812437,0.66395134
OLAH,,0.37841052,-0.23722155,-0.29588673,-1.8319814,-3.0131202,-0.6173408,-0.5551893,-2.2285256,-3.3929226,-0.034234315,-1.5162966,-2.8895824,-1.5812818,-2.7749534,-1.1191001,0.43583107,-0.21916199,-0.2505188,-1.8698568,-3.076314,-0.67888546,-0.5245285,-2.315853,-3.546217,0.042492867,-1.6090984,-2.9925518,-1.6589336,-2.8618183,-1.1512375,2.5158432,2.5478463,2.6811593,2.8848045,3.00942,2.5296288,2.6397936,2.8347437,2.9203336,2.6003969,2.8610477,2.8649075,2.9366455,3.032797,3.227047
CHD7,,-0.24713467,-0.16431463,-0.34884137,-0.24549514,-0.22118996,0.07851119,-0.14506482,-0.016056644,0.0056805196,-0.20353882,-0.100493,-0.044842336,0.107677795,0.12127955,0.016253425,-0.24425983,-0.18053865,-0.36075783,-0.2657342,-0.20546818,0.07511997,-0.16566563,-0.0065865517,-0.0016269684,-0.21791553,-0.10572481,-0.04447031,0.10397959,0.11716795,0.007941246,0.83416456,0.82039255,0.79004693,0.84421825,0.85033906,0.8573643,0.8423886,0.87758636,0.881485,0.81302965,0.85861045,0.8653119,0.84313416,0.8444203,0.8829813
CLK3,,0.03787449,0.06511215,0.020705007,-0.039668415,0.03665767,0.03534202,-0.018327493,-0.06663832,0.007904934,-0.050572407,-0.10426359,-0.04153366,-0.051267445,0.009977122,0.07210849,0.03521633,0.06432581,0.043940544,-0.01842308,0.041238308,0.035150528,0.0034885406,-0.05195141,0.013511181,-0.036775112,-0.08482027,-0.0286479,-0.054582596,0.004166603,0.067698956,0.42036548,0.38526908,0.4610924,0.44658694,0.43350825,0.4314478,0.4905048,0.48516786,0.47313583,0.46449888,0.46787122,0.4514568,0.5163977,0.50905526,0.5098811
EPHB6,,-0.07451239,-0.07071698,-0.17044851,-0.31020522,-0.36557338,0.005108503,-0.10118071,-0.22382632,-0.31272277,-0.10544059,-0.23839004,-0.3304509,-0.13509992,-0.2265176,-0.07326136,-0.08399153,-0.059415817,-0.1702261,-0.31438112,-0.3563466,0.005730152,-0.100560665,-0.23169804,-0.3026533,-0.11816645,-0.25776148,-0.33250284,-0.14435816,-0.21004581,-0.06347561,0.5708096,0.5474968,0.5667533,0.58222103,0.59666425,0.60204214,0.60646856,0.63974184,0.64461434,0.5809361,0.62301105,0.6193671,0.63365513,0.6380963,0.6570188
AC073389.3,,0.40332296,0.61841375,0.7280049,0.27234188,0.083908334,0.2359974,0.3430158,-0.124134764,-0.3095752,0.09197667,-0.3429469,-0.54303586,-0.45469326,-0.6489008,-0.15648797,0.41928053,0.64103985,0.73065853,0.28964424,0.10848904,0.24455357,0.3218155,-0.14065933,-0.34051514,0.07523632,-0.37948132,-0.5395317,-0.44948387,-0.64742184,-0.14276409,1.277644,1.148991,1.2896769,1.2384888,1.2387462,1.2654561,1.338907,1.3217853,1.288317,1.2718031,1.2430301,1.2142842,1.3139492,1.3116953,1.3128037
AC139495.3,,-0.44604516,-0.7291058,-0.9718105,-0.77297914,0.11401398,-0.28958476,-0.55688906,-0.3364141,0.5215434,-0.23770195,0.010963683,0.83973515,0.25375053,1.0721581,0.8820368,-0.4157467,-0.7410984,-0.9754944,-0.79450226,0.119662285,-0.35885906,-0.6127205,-0.3780203,0.5032282,-0.19514942,0.012617111,0.86313057,0.20842934,1.1100321,0.8831749,1.7869955,1.578553,1.7009015,1.6956997,1.6595161,1.7043618,1.7719625,1.7620577,1.7932702,1.5900697,1.5844539,1.6048915,1.7179807,1.7699771,1.7839545
OR7E47P,,-0.28297052,-0.8722282,-0.92188615,-0.87731785,-0.3412371,-0.6236667,-0.63144827,-0.5947053,-0.080623955,-0.038017347,0.04074596,0.5555348,0.06722721,0.60256,0.53621775,-0.2488842,-0.86838627,-0.91868114,-0.86095524,-0.35614872,-0.6432123,-0.63484955,-0.6343241,-0.09722614,0.0051927567,0.050076485,0.58764744,0.06595516,0.5895729,0.5549755,1.1466796,1.1448747,1.1636969,1.2074878,1.1961039,1.1374028,1.1340407,1.184664,1.1708473,1.1702915,1.1945636,1.1354908,1.2227609,1.1520286,1.1897867
SCOC-AS1,,0.09771092,0.1810284,0.3874857,0.6247484,0.5381983,0.07633119,0.2772534,0.5135756,0.43670806,0.20892486,0.45325387,0.373195,0.24226257,0.16045693,-0.089319125,0.1017704,0.19833708,0.3844452,0.62667847,0.54774237,0.08575058,0.26839113,0.5214863,0.4375596,0.1793704,0.43177366,0.37344837,0.24721146,0.18531656,-0.07741499,0.56621796,0.49380612,0.5751271,0.58512664,0.5809554,0.5497116,0.62320656,0.618669,0.64014333,0.5684095,0.5873453,0.5901292,0.6433288,0.649184,0.67671025
UBE2Q2P1,,-0.5237774,-0.14731587,-0.4866023,-0.5871093,-0.42436665,0.39350554,-0.04252136,-0.14040345,0.0777878,-0.35015106,-0.41661406,-0.24402656,-0.0781959,0.0620339,0.20924209,-0.55685425,-0.14689255,-0.562212,-0.6468096,-0.4733591,0.4074812,-0.03726673,-0.152668,0.10721588,-0.34903717,-0.43814468,-0.3384838,-0.08421993,0.05518341,0.18833542,2.583394,2.3393734,2.3446393,2.4055328,2.3755276,2.4625053,2.4749582,2.4973638,2.5072694,2.2806702,2.2504258,2.330616,2.3121812,2.3754668,2.3833141
ITGB8,,-0.24881814,-0.26700562,-0.22540516,-0.19515564,-0.017976355,-0.035586063,-0.0008736895,0.04064462,0.15536527,0.020164832,0.06386596,0.24023435,0.02696344,0.1807533,0.17463216,-0.28295088,-0.26244688,-0.26463747,-0.24316406,-0.0072307587,-0.012897491,-0.01037693,0.0030255318,0.19433308,-0.06218624,-0.0049142838,0.2235322,0.021453857,0.22132921,0.21918249,1.2911628,1.180726,1.267328,1.3095464,1.1749059,1.2238783,1.3211505,1.331227,1.2675037,1.1993093,1.2463223,1.1343797,1.3125079,1.2146415,1.2400752
UNC5CL,,-0.17191507,-0.022769935,-0.12554681,-0.101517126,0.14252828,0.14449064,-0.006608565,0.049643014,0.30156994,-0.1291663,-0.09148463,0.16432436,0.048188753,0.2668177,0.24318583,-0.2004652,-0.05836773,-0.14129782,-0.10136509,0.137249,0.12716913,0.0016899109,0.04806137,0.310874,-0.13577938,-0.077344894,0.17537212,0.043179512,0.26567936,0.22079563,0.97874844,0.86626923,0.921122,0.94561094,0.92132694,0.8932022,0.94255775,0.9629244,0.93336654,0.8332721,0.8501131,0.8400642,0.9381194,0.9045931,0.93783796
SLC36A1,,-0.27867326,-0.34053937,-0.54833406,-0.4809213,-0.40555692,-0.06815678,-0.28954652,-0.22478543,-0.1426271,-0.2116308,-0.1412418,-0.053968053,0.06730756,0.13346004,0.069159985,-0.29302597,-0.3435521,-0.5803962,-0.51040745,-0.42100763,-0.06701374,-0.28834867,-0.23293447,-0.13799763,-0.23770905,-0.17982578,-0.07260847,0.06425476,0.1403637,0.064603806,0.61258113,0.6045149,0.56239974,0.5820538,0.59458643,0.6358086,0.6039837,0.6161457,0.6291357,0.58685553,0.5962287,0.61636037,0.5670028,0.5778756,0.5857966
ZNF341-AS1,,0.097402945,0.23419973,0.44646788,0.32610285,0.23871028,0.12324122,0.32669088,0.20678306,0.12122036,0.18973793,0.07049603,-0.016612764,-0.12472341,-0.21414292,-0.08630444,0.06945133,0.22883034,0.41927528,0.2753086,0.22075939,0.13522816,0.3060465,0.17954731,0.115945816,0.16547108,0.029029846,-0.023787498,-0.12571907,-0.20845795,-0.06855202,0.703993,0.64959556,0.7658715,0.78371924,0.70120734,0.6982624,0.80029833,0.82657313,0.7361613,0.76305056,0.79631394,0.67559457,0.9121991,0.79379433,0.8089496
DENND4C,,-0.23374058,-0.06065379,-0.18452746,-0.07232371,0.012653163,0.17529368,-0.007984326,0.1522737,0.22206761,-0.15405594,-0.037912883,0.07014513,0.12933125,0.1845372,0.07874665,-0.21848917,-0.066803455,-0.1921711,-0.07302475,0.014986515,0.17144442,-0.024849415,0.16485691,0.21867085,-0.16695929,-0.015480518,0.061920643,0.12248564,0.17950106,0.08386421,1.0317657,0.9787032,0.97058547,1.0354216,1.0232344,0.9920441,1.0076189,1.0444635,1.0405627,0.9505573,0.9920129,0.99457526,1.0173846,1.0060831,1.0562633
LCN2,,-0.36345685,-1.383474,-1.5478588,-2.237547,-1.9290643,-1.0365797,-1.0308051,-1.8340749,-1.5712482,-0.08173974,-0.7757153,-0.58714265,-0.68776625,-0.4132328,0.31140327,-0.371706,-1.4246922,-1.6428423,-2.323471,-2.115262,-1.1053581,-1.0492916,-1.9671345,-1.6715603,-0.053614616,-0.8118553,-0.6846514,-0.74791145,-0.45408058,0.24599743,2.3715875,2.3704798,2.5394847,2.525709,2.5694232,2.5815861,2.7353504,2.698115,2.7551608,2.7209613,2.7055519,2.6993866,2.8413177,2.8332193,2.8265526
GCC1,,-0.023074638,-0.0041185543,-0.043441392,-0.023133792,-0.002001722,0.028211938,-0.018015102,0.009007044,0.016126255,-0.05123998,-0.044252917,-0.009561203,0.025585307,0.026390094,0.012153147,-0.03484249,-0.004275322,-0.063807964,-0.030997753,-0.018654346,0.045517445,-0.014389038,0.01224041,0.0025463104,-0.07105017,-0.051108837,-0.028490543,0.027583122,0.015432835,0.022218227,0.6357057,0.5820361,0.6015366,0.632283,0.65467966,0.632768,0.6414288,0.667586,0.6898405,0.5990991,0.63097507,0.63635737,0.6512117,0.6642544,0.69866276
AC011558.1,,-0.45668545,-0.46857777,-0.72758055,-0.80770546,-1.1140789,-0.037615933,-0.30874807,-0.38530445,-0.68098325,-0.27245197,-0.38023525,-0.6357482,-0.09546133,-0.4173375,-0.31326714,-0.49641418,-0.46823215,-0.75882673,-0.8699188,-1.138195,-0.023692131,-0.3152485,-0.37402344,-0.6848979,-0.30327463,-0.3884797,-0.6709709,-0.09602785,-0.41936207,-0.3111086,1.3521403,1.2845942,1.2042122,1.2840016,1.3085022,1.3530688,1.315492,1.342781,1.357092,1.2091495,1.2727128,1.2701815,1.2364818,1.2352421,1.279204
PLSCR1,,-0.0069248285,-0.00087237434,0.113254726,0.34260446,0.49673134,-0.0013178013,0.109792344,0.3411976,0.49011347,0.11333435,0.35346335,0.50016695,0.23909135,0.39345473,0.1400827,-0.0076174736,0.0012059212,0.09285259,0.31693697,0.49676037,-0.0070753098,0.093075275,0.31514168,0.48271322,0.07922125,0.33358765,0.49633121,0.2438159,0.4113636,0.15491009,0.488501,0.46005252,0.5054782,0.5010281,0.50258374,0.49698153,0.5165051,0.5292569,0.5335696,0.50494766,0.5096677,0.49961868,0.53603494,0.538142,0.5402839
ACSF2,,0.24097586,0.37475628,0.42739648,0.26157773,0.023557372,0.14894843,0.20078239,0.019074233,-0.20051733,0.056210045,-0.096314944,-0.36255312,-0.16906,-0.404106,-0.22863089,0.23993206,0.36896896,0.42422152,0.260777,0.014927387,0.13774347,0.19566345,0.011991978,-0.20961857,0.062182903,-0.10066271,-0.36207867,-0.16925192,-0.40675735,-0.24154234,0.47873554,0.45094,0.5064373,0.52214056,0.52813506,0.46874562,0.5343564,0.544522,0.5601681,0.50037414,0.51864016,0.5216888,0.57066506,0.579332,0.5931591
DPM3,,0.24585707,0.21508616,0.42794678,0.37241635,0.35890123,-0.028486578,0.21205102,0.14858367,0.13246158,0.22666198,0.1759229,0.15866478,-0.056490272,-0.048815254,-0.0043923804,0.24705172,0.21865654,0.42882872,0.37318897,0.34325933,-0.038134575,0.20277786,0.15101147,0.114159584,0.23841715,0.17954922,0.14007902,-0.04475069,-0.057187557,-0.015344143,0.66486454,0.64887583,0.67985505,0.6729061,0.6915947,0.68308973,0.7142415,0.7052759,0.7195266,0.7015466,0.6883705,0.6965901,0.7081184,0.71316826,0.70357037
ALDH2,,0.024252443,-0.0924967,-0.007958466,0.09246713,0.072695754,-0.11181216,-0.019117184,0.04894686,0.078520216,0.090179205,0.18827552,0.19088046,0.10290259,0.11176566,0.00059966504,0.04264736,-0.084481716,0.024012089,0.10179567,0.106636524,-0.12605143,-0.014389992,0.066090584,0.05650997,0.1049099,0.19249916,0.18846655,0.093536854,0.09681606,-0.009759426,0.8362269,0.7973025,0.8407787,0.8203007,0.84257954,0.8318306,0.8321801,0.84808034,0.838744,0.79663765,0.8033385,0.81465894,0.81012714,0.826859,0.8151988
MGC16275,,-0.69898003,-0.80200785,-1.0705804,-0.96765625,-0.4215117,-0.115974404,-0.42344317,-0.33471358,0.2634501,-0.25588104,-0.13541962,0.45431373,0.13309433,0.6993035,0.58996,-0.7294445,-0.7842655,-1.1013126,-1.0054941,-0.47900677,-0.08972359,-0.41317558,-0.32910252,0.24429989,-0.2803688,-0.19552612,0.43032026,0.09388876,0.6986513,0.6127796,1.582524,1.470062,1.5776784,1.6189057,1.5584223,1.4959545,1.5952084,1.604183,1.5636673,1.4911647,1.5283517,1.4529204,1.5749047,1.5772159,1.5561283
BACH2,,-1.10658,-1.4368559,-2.151024,-2.1288617,-1.6553472,-0.35190514,-1.1076176,-1.0856781,-0.5671596,-0.69620675,-0.65217185,-0.16472705,0.04686653,0.5034022,0.4835957,-1.1481209,-1.4453678,-2.2038317,-2.1657305,-1.7204838,-0.32868195,-1.1173077,-1.111496,-0.5798178,-0.6982908,-0.6858034,-0.17994308,0.047646523,0.515255,0.50431633,1.738906,1.6565256,1.6553029,1.6063558,1.5839602,1.6795464,1.6991042,1.624581,1.6294466,1.6057373,1.5478306,1.5385733,1.5541497,1.5983944,1.4933478
ZNF615,,0.05102713,0.21058215,0.23187456,0.19476576,0.2188006,0.15762751,0.1467773,0.14674996,0.14132538,-0.0017529603,-0.03365958,0.009583494,-0.031039484,-0.02160957,0.033103008,0.06460333,0.22225666,0.2566347,0.21784592,0.24099159,0.1717825,0.15541744,0.18058634,0.17503548,0.0009303093,-0.023077488,0.019966602,-0.035770416,-0.023069382,0.029707909,0.7885792,0.73668957,0.8086806,0.83810204,0.7715427,0.75080884,0.83467615,0.84423006,0.78976935,0.7988257,0.79804695,0.7584871,0.89162093,0.8323248,0.87104344
CA12,,-0.012749737,0.07928813,0.08468859,0.1388964,0.1052253,0.093205005,0.08401481,0.1448896,0.11927304,-0.00016196442,0.0530112,0.040115763,0.054239992,0.030576324,-0.030020734,-0.020362377,0.07270861,0.078430176,0.13434601,0.10437775,0.09330225,0.080786705,0.14877462,0.11861086,-0.0053510666,0.04983282,0.039610386,0.058960915,0.039224625,-0.030380726,0.28896847,0.2857462,0.279568,0.28796688,0.29014903,0.28551015,0.2860096,0.29061303,0.28919116,0.27977127,0.2853694,0.28714052,0.28262144,0.28161037,0.28941733
ACTL8,,-0.16381045,-0.26204282,-0.35232663,-0.4695878,-0.56965387,-0.1010289,-0.19230615,-0.33313805,-0.4059402,-0.09249676,-0.21139224,-0.31678385,-0.11679842,-0.21338767,-0.08266903,-0.17839861,-0.27272177,-0.3459816,-0.48005056,-0.5745225,-0.09483099,-0.1788125,-0.34198046,-0.40345,-0.088935375,-0.22393227,-0.315475,-0.12253332,-0.22358227,-0.076690674,0.61254084,0.57968056,0.600969,0.5970592,0.6156011,0.5989746,0.61606514,0.61329746,0.62034523,0.58141536,0.58808947,0.569906,0.5904358,0.6107565,0.5906645
ABCB10,,-0.2162268,-0.22355527,-0.35164085,-0.33676878,-0.38381544,-0.016600681,-0.16796654,-0.1420462,-0.18729638,-0.13367896,-0.10590288,-0.13763167,0.01844777,-0.024549754,-0.034167137,-0.22607279,-0.2057538,-0.3547716,-0.34760094,-0.3782711,-0.006711006,-0.17893934,-0.15461874,-0.18116903,-0.15429783,-0.13033772,-0.14014578,0.020933628,-0.0078372955,-0.028604507,0.6629905,0.63483024,0.621738,0.65444064,0.6281792,0.67867595,0.67645794,0.68841106,0.68300605,0.6319069,0.6532648,0.6333258,0.6314273,0.6254597,0.6308056
AC010997.4,,0.27496997,0.7811656,1.1311797,1.2594246,1.1334126,0.49209413,0.7826663,0.958337,0.8764791,0.3405796,0.5031772,0.42345887,0.14138019,0.0492501,-0.100516684,0.30560064,0.80190754,1.1276855,1.2414904,1.1491532,0.47509766,0.7619667,0.9573498,0.8571987,0.31283665,0.48422623,0.4167981,0.13429737,0.06382465,-0.11990261,1.3193707,1.1844398,1.2766464,1.3057905,1.2859979,1.3234396,1.3966557,1.4474845,1.4420593,1.2853135,1.330614,1.3404492,1.4295299,1.4162942,1.4736402
